"Date","Vcodio's Excellent Adventure","Inflation"
"1994-12-29",10000,10000
"1994-12-30",10000.07,10000
"1995-01-03",9969.38,10003.88
"1995-01-04",10024.74,10005.17
"1995-01-05",10006.96,10006.46
"1995-01-06",10034.36,10007.76
"1995-01-09",10031,10011.64
"1995-01-10",10074.88,10012.93
"1995-01-11",10069,10014.22
"1995-01-12",10027.46,10015.51
"1995-01-13",10137.74,10016.81
"1995-01-16",10201.47,10020.69
"1995-01-17",10224.15,10021.98
"1995-01-18",10207.99,10023.27
"1995-01-19",10128.9,10024.57
"1995-01-20",10034.81,10025.86
"1995-01-23",10006.52,10029.74
"1995-01-24",10010.69,10031.03
"1995-01-25",10047.46,10032.32
"1995-01-26",10046.85,10033.62
"1995-01-27",10155.02,10034.91
"1995-01-30",10121,10038.79
"1995-01-31",10154.18,10040.08
"1995-02-01",10124.58,10041.51
"1995-02-02",10152.34,10042.94
"1995-02-03",10316.11,10044.37
"1995-02-06",10339.37,10048.67
"1995-02-07",10356.21,10050.1
"1995-02-08",10365.83,10051.53
"1995-02-09",10342.69,10052.96
"1995-02-10",10356.76,10054.39
"1995-02-13",10372.6,10058.69
"1995-02-14",10414.35,10060.12
"1995-02-15",10464.64,10061.55
"1995-02-16",10475.48,10062.98
"1995-02-17",10421.53,10064.41
"1995-02-21",10431.95,10070.14
"1995-02-22",10475.61,10071.57
"1995-02-23",10501.53,10073
"1995-02-24",10529.66,10074.43
"1995-02-27",10505.28,10078.73
"1995-02-28",10572.24,10080.16
"1995-03-01",10582.14,10081.24
"1995-03-02",10561.44,10082.32
"1995-03-03",10558.84,10083.39
"1995-03-06",10539.23,10086.62
"1995-03-07",10436.33,10087.7
"1995-03-08",10495.91,10088.78
"1995-03-09",10539.49,10089.86
"1995-03-10",10637.1,10090.93
"1995-03-13",10654.84,10094.17
"1995-03-14",10743.92,10095.24
"1995-03-15",10727.59,10096.32
"1995-03-16",10804.72,10097.4
"1995-03-17",10768.57,10098.48
"1995-03-20",10753.87,10101.71
"1995-03-21",10733.47,10102.79
"1995-03-22",10715.11,10103.86
"1995-03-23",10727.32,10104.94
"1995-03-24",10879.06,10106.02
"1995-03-27",10937.34,10109.25
"1995-03-28",10923.22,10110.33
"1995-03-29",10933.98,10111.41
"1995-03-30",10925.91,10112.48
"1995-03-31",10923.84,10113.56
"1995-04-03",10932.19,10116.9
"1995-04-04",10981.09,10118.01
"1995-04-05",11014.71,10119.13
"1995-04-06",11040.97,10120.24
"1995-04-07",11042.79,10121.35
"1995-04-10",11059.19,10124.69
"1995-04-11",11061.84,10125.81
"1995-04-12",11099.09,10126.92
"1995-04-13",11181.09,10128.03
"1995-04-17",11120.68,10132.49
"1995-04-18",11087.82,10133.6
"1995-04-19",11093.44,10134.71
"1995-04-20",11105.28,10135.83
"1995-04-21",11158.23,10136.94
"1995-04-24",11265.77,10140.28
"1995-04-25",11270.58,10141.39
"1995-04-26",11275.68,10142.51
"1995-04-27",11305.12,10143.62
"1995-04-28",11297.83,10144.73
"1995-05-01",11280.28,10147.61
"1995-05-02",11284.91,10148.25
"1995-05-03",11420.68,10148.9
"1995-05-04",11504,10149.55
"1995-05-05",11582.84,10150.19
"1995-05-08",11640.4,10152.13
"1995-05-09",11671.25,10152.78
"1995-05-10",11650.85,10153.43
"1995-05-11",11631.59,10154.07
"1995-05-12",11651.49,10154.72
"1995-05-15",11714.65,10156.66
"1995-05-16",11786.21,10157.3
"1995-05-17",11784.96,10157.95
"1995-05-18",11636.97,10158.6
"1995-05-19",11621.96,10159.24
"1995-05-22",11681.66,10161.18
"1995-05-23",11809.06,10161.83
"1995-05-24",11888.09,10162.48
"1995-05-25",11924.02,10163.12
"1995-05-26",11842.18,10163.77
"1995-05-30",11883.06,10166.35
"1995-05-31",11987.77,10167
"1995-06-01",12069.52,10167.67
"1995-06-02",12135.6,10168.34
"1995-06-05",12206.14,10170.34
"1995-06-06",12221.32,10171.01
"1995-06-07",12193.27,10171.68
"1995-06-08",12162.52,10172.34
"1995-06-09",11985.12,10173.01
"1995-06-12",12010.7,10175.02
"1995-06-13",12183.97,10175.68
"1995-06-14",12163.51,10176.35
"1995-06-15",12141.64,10177.02
"1995-06-16",12183.7,10177.69
"1995-06-19",12295.93,10179.69
"1995-06-20",12298.25,10180.36
"1995-06-21",12293.75,10181.03
"1995-06-22",12432.27,10181.7
"1995-06-23",12399.33,10182.36
"1995-06-26",12260.08,10184.37
"1995-06-27",12182.81,10185.04
"1995-06-28",12235.06,10185.7
"1995-06-29",12160.85,10186.37
"1995-06-30",12236.83,10187.04
"1995-07-03",12258.8,10187.04
"1995-07-05",12325.58,10187.04
"1995-07-06",12515.81,10187.04
"1995-07-07",12596.18,10187.04
"1995-07-10",12641.63,10187.04
"1995-07-11",12571.21,10187.04
"1995-07-12",12712.42,10187.04
"1995-07-13",12721.2,10187.04
"1995-07-14",12700.15,10187.04
"1995-07-17",12715.92,10187.04
"1995-07-18",12586.67,10187.04
"1995-07-19",12311.31,10187.04
"1995-07-20",12392.8,10187.04
"1995-07-21",12322.89,10187.04
"1995-07-24",12429.37,10187.04
"1995-07-25",12534.03,10187.04
"1995-07-26",12574.77,10187.04
"1995-07-27",12692.3,10187.04
"1995-07-28",12615.15,10187.04
"1995-07-31",12659.71,10187.04
"1995-08-01",12550.76,10187.9
"1995-08-02",12549.3,10188.76
"1995-08-03",12539.21,10189.63
"1995-08-04",12588.28,10190.49
"1995-08-07",12615.48,10193.07
"1995-08-08",12623.32,10193.94
"1995-08-09",12596.08,10194.8
"1995-08-10",12535.65,10195.66
"1995-08-11",12422.27,10196.52
"1995-08-14",12502.39,10199.11
"1995-08-15",12526.07,10199.97
"1995-08-16",12589.69,10200.83
"1995-08-17",12558.97,10201.69
"1995-08-18",12589.66,10202.56
"1995-08-21",12619.89,10205.14
"1995-08-22",12617.4,10206
"1995-08-23",12550.07,10206.87
"1995-08-24",12609.12,10207.73
"1995-08-25",12743.25,10208.59
"1995-08-28",12714.69,10211.18
"1995-08-29",12700.83,10212.04
"1995-08-30",12741.37,10212.9
"1995-08-31",12821.22,10213.76
"1995-09-01",12905.77,10214.43
"1995-09-05",13006.88,10217.1
"1995-09-06",13028.5,10217.77
"1995-09-07",13003.69,10218.44
"1995-09-08",13061.32,10219.1
"1995-09-11",13101.63,10221.11
"1995-09-12",13229.17,10221.78
"1995-09-13",13265.61,10222.44
"1995-09-14",13379.68,10223.11
"1995-09-15",13334.02,10223.78
"1995-09-18",13241.65,10225.78
"1995-09-19",13263.23,10226.45
"1995-09-20",13333.2,10227.12
"1995-09-21",13195.46,10227.79
"1995-09-22",13160.7,10228.46
"1995-09-25",13139.08,10230.46
"1995-09-26",13103.64,10231.13
"1995-09-27",13039.83,10231.8
"1995-09-28",13158.61,10232.46
"1995-09-29",13227.28,10233.13
"1995-10-02",13161.97,10235.96
"1995-10-03",13140.8,10237.03
"1995-10-04",13118.4,10238.11
"1995-10-05",13118.47,10239.19
"1995-10-06",13127.51,10240.27
"1995-10-09",13002.87,10243.5
"1995-10-10",12960.43,10244.58
"1995-10-11",13027.04,10245.65
"1995-10-12",13153.97,10246.73
"1995-10-13",13269.57,10247.81
"1995-10-16",13213.35,10251.04
"1995-10-17",13245.95,10252.12
"1995-10-18",13235.03,10253.19
"1995-10-19",13314.14,10254.27
"1995-10-20",13225.92,10255.35
"1995-10-23",13151.78,10258.58
"1995-10-24",13188.87,10259.66
"1995-10-25",13091.14,10260.74
"1995-10-26",12907.59,10261.81
"1995-10-27",12974.91,10262.89
"1995-10-30",13044.22,10266.12
"1995-10-31",13031.16,10267.2
"1995-11-01",13109.6,10266.98
"1995-11-02",13276.94,10266.76
"1995-11-03",13284.35,10266.53
"1995-11-06",13235.12,10265.87
"1995-11-07",13170.05,10265.64
"1995-11-08",13301.64,10265.42
"1995-11-09",13316.01,10265.2
"1995-11-10",13271.05,10264.97
"1995-11-13",13302.01,10264.31
"1995-11-14",13229.06,10264.08
"1995-11-15",13292.2,10263.86
"1995-11-16",13401.43,10263.64
"1995-11-17",13450.63,10263.42
"1995-11-20",13403.82,10262.75
"1995-11-21",13441.36,10262.53
"1995-11-22",13445.47,10262.3
"1995-11-24",13495.74,10261.86
"1995-11-27",13531.57,10261.19
"1995-11-28",13590.92,10260.97
"1995-11-29",13620.19,10260.74
"1995-11-30",13645.52,10260.52
"1995-12-01",13714.82,10260.31
"1995-12-04",13916.58,10259.66
"1995-12-05",13929.08,10259.44
"1995-12-06",13941.62,10259.23
"1995-12-07",13870.13,10259.01
"1995-12-08",13932.75,10258.8
"1995-12-11",13983.82,10258.15
"1995-12-12",13953.01,10257.94
"1995-12-13",13962.9,10257.72
"1995-12-14",13885.82,10257.5
"1995-12-15",13881.74,10257.29
"1995-12-18",13604.35,10256.64
"1995-12-19",13767.01,10256.43
"1995-12-20",13800.51,10256.21
"1995-12-21",13876.27,10256
"1995-12-22",13942.37,10255.78
"1995-12-26",14001.74,10254.92
"1995-12-27",14065.11,10254.7
"1995-12-28",14059.56,10254.49
"1995-12-29",14109.21,10254.27
"1996-01-02",14183.43,10257.72
"1996-01-03",14184.38,10259.66
"1996-01-04",14040.23,10261.6
"1996-01-05",13989.85,10263.54
"1996-01-08",14018,10269.36
"1996-01-09",13880.22,10271.3
"1996-01-10",13606.8,10273.23
"1996-01-11",13698.73,10275.17
"1996-01-12",13674.51,10277.11
"1996-01-15",13621.34,10282.93
"1996-01-16",13727.9,10284.87
"1996-01-17",13805.41,10286.81
"1996-01-18",13836.29,10288.75
"1996-01-19",13908.57,10290.69
"1996-01-22",13890.09,10296.51
"1996-01-23",13867.4,10298.45
"1996-01-24",14004.93,10300.39
"1996-01-25",13954.54,10302.33
"1996-01-26",14023.28,10304.26
"1996-01-29",14040.29,10310.08
"1996-01-30",14169.93,10312.02
"1996-01-31",14280.72,10313.96
"1996-02-01",14294.5,10315.11
"1996-02-02",14209.63,10316.26
"1996-02-05",14278.52,10319.72
"1996-02-06",14340.04,10320.87
"1996-02-07",14380.59,10322.02
"1996-02-08",14515,10323.18
"1996-02-09",14460.71,10324.33
"1996-02-12",14557.6,10327.78
"1996-02-13",14529.02,10328.93
"1996-02-14",14466.01,10330.09
"1996-02-15",14383.67,10331.24
"1996-02-16",14314.94,10332.39
"1996-02-20",14108.98,10337
"1996-02-21",14217.57,10338.15
"1996-02-22",14374.43,10339.3
"1996-02-23",14345.62,10340.45
"1996-02-26",14220.19,10343.91
"1996-02-27",14176.9,10345.06
"1996-02-28",14162.16,10346.21
"1996-02-29",14150.83,10347.36
"1996-03-01",14270.44,10349.09
"1996-03-04",14401.49,10354.26
"1996-03-05",14439,10355.98
"1996-03-06",14358.02,10357.7
"1996-03-07",14327.65,10359.43
"1996-03-08",13857.52,10361.15
"1996-03-11",13968.78,10366.32
"1996-03-12",13918.03,10368.05
"1996-03-13",13947.08,10369.77
"1996-03-14",13983.2,10371.5
"1996-03-15",13972.18,10373.22
"1996-03-18",14134.24,10378.39
"1996-03-19",14171.78,10380.12
"1996-03-20",14186.67,10381.84
"1996-03-21",14199.14,10383.56
"1996-03-22",14199.88,10385.29
"1996-03-25",14241.12,10390.46
"1996-03-26",14297.48,10392.18
"1996-03-27",14204.95,10393.91
"1996-03-28",14227.62,10395.63
"1996-03-29",14262.15,10397.35
"1996-04-01",14400.92,10402.14
"1996-04-02",14464.58,10403.47
"1996-04-03",14488.01,10404.81
"1996-04-04",14459.25,10406.15
"1996-04-08",14099.79,10411.49
"1996-04-09",14125.36,10412.83
"1996-04-10",13968.82,10414.16
"1996-04-11",13911.77,10415.5
"1996-04-12",14096.62,10416.83
"1996-04-15",14220.66,10420.84
"1996-04-16",14284.58,10422.18
"1996-04-17",14212.05,10423.51
"1996-04-18",14250.85,10424.85
"1996-04-19",14345.82,10426.19
"1996-04-22",14462.69,10430.19
"1996-04-23",14515.4,10431.53
"1996-04-24",14489.15,10432.87
"1996-04-25",14549.7,10434.2
"1996-04-26",14635.49,10435.54
"1996-04-29",14630.38,10439.55
"1996-04-30",14581.04,10440.88
"1996-05-01",14585.27,10441.53
"1996-05-02",14354.06,10442.17
"1996-05-03",14285,10442.82
"1996-05-06",14312.56,10444.76
"1996-05-07",14257.32,10445.41
"1996-05-08",14353.21,10446.05
"1996-05-09",14377.19,10446.7
"1996-05-10",14537.91,10447.35
"1996-05-13",14662.17,10449.29
"1996-05-14",14770.53,10449.93
"1996-05-15",14807.39,10450.58
"1996-05-16",14780.52,10451.23
"1996-05-17",14892.67,10451.87
"1996-05-20",14955.17,10453.81
"1996-05-21",14930.45,10454.46
"1996-05-22",15008.64,10455.1
"1996-05-23",14933.75,10455.75
"1996-05-24",14975.32,10456.4
"1996-05-28",14876.57,10458.98
"1996-05-29",14759.35,10459.63
"1996-05-30",14843.12,10460.28
"1996-05-31",14797.34,10460.92
"1996-06-03",14732.51,10461.59
"1996-06-04",14800.89,10461.81
"1996-06-05",14905.21,10462.04
"1996-06-06",14872.14,10462.26
"1996-06-07",14707.01,10462.48
"1996-06-10",14669.56,10463.15
"1996-06-11",14641.36,10463.37
"1996-06-12",14624.84,10463.59
"1996-06-13",14609.34,10463.82
"1996-06-14",14632.38,10464.04
"1996-06-17",14645.66,10464.71
"1996-06-18",14580.9,10464.93
"1996-06-19",14534.45,10465.15
"1996-06-20",14481.8,10465.38
"1996-06-21",14532.83,10465.6
"1996-06-24",14584.82,10466.27
"1996-06-25",14577.66,10466.49
"1996-06-26",14505.48,10466.71
"1996-06-27",14589.5,10466.93
"1996-06-28",14746.49,10467.16
"1996-07-01",14812.47,10468.25
"1996-07-02",14757.41,10468.89
"1996-07-03",14719.8,10469.54
"1996-07-05",14322.81,10470.83
"1996-07-08",14200.22,10472.77
"1996-07-09",14271.32,10473.42
"1996-07-10",14270.48,10474.07
"1996-07-11",14110.38,10474.71
"1996-07-12",14098.2,10475.36
"1996-07-15",13817.2,10477.3
"1996-07-16",13751.08,10477.95
"1996-07-17",13911.9,10478.59
"1996-07-18",14157.21,10479.24
"1996-07-19",14074.06,10479.88
"1996-07-22",13924.31,10481.82
"1996-07-23",13823.05,10482.47
"1996-07-24",13648.43,10483.12
"1996-07-25",13750.25,10483.76
"1996-07-26",13849.89,10484.41
"1996-07-29",13736.99,10486.35
"1996-07-30",13797.46,10487
"1996-07-31",13950.28,10487.64
"1996-08-01",14216.77,10488.29
"1996-08-02",14480.79,10488.93
"1996-08-05",14469.38,10490.87
"1996-08-06",14452.93,10491.52
"1996-08-07",14455.67,10492.17
"1996-08-08",14467.75,10492.81
"1996-08-09",14493.4,10493.46
"1996-08-12",14544.62,10495.4
"1996-08-13",14414.52,10496.05
"1996-08-14",14455.87,10496.69
"1996-08-15",14446.76,10497.34
"1996-08-16",14531.25,10497.99
"1996-08-19",14525.67,10499.92
"1996-08-20",14533.86,10500.57
"1996-08-21",14515.66,10501.22
"1996-08-22",14591.71,10501.86
"1996-08-23",14498.88,10502.51
"1996-08-26",14410.54,10504.45
"1996-08-27",14478.74,10505.1
"1996-08-28",14457.73,10505.74
"1996-08-29",14312.19,10506.39
"1996-08-30",14181.34,10507.04
"1996-09-03",14207.34,10511.02
"1996-09-04",14229.76,10512.14
"1996-09-05",14123.81,10513.25
"1996-09-06",14216.81,10514.36
"1996-09-09",14341.28,10517.7
"1996-09-10",14303.53,10518.82
"1996-09-11",14341.81,10519.93
"1996-09-12",14435.04,10521.04
"1996-09-13",14673.39,10522.16
"1996-09-16",14738.08,10525.5
"1996-09-17",14712.52,10526.61
"1996-09-18",14685.59,10527.72
"1996-09-19",14674.78,10528.84
"1996-09-20",14722.03,10529.95
"1996-09-23",14709.63,10533.29
"1996-09-24",14735.74,10534.4
"1996-09-25",14833.95,10535.52
"1996-09-26",14897.65,10536.63
"1996-09-27",14889.37,10537.74
"1996-09-30",14907.12,10541.08
"1996-10-01",14957.24,10542.16
"1996-10-02",15068.89,10543.24
"1996-10-03",15046.73,10544.31
"1996-10-04",15226.55,10545.39
"1996-10-07",15211.89,10548.62
"1996-10-08",15160.22,10549.7
"1996-10-09",15067.42,10550.78
"1996-10-10",14997.78,10551.86
"1996-10-11",15109.6,10552.93
"1996-10-14",15162.94,10556.17
"1996-10-15",15160.08,10557.24
"1996-10-16",15158.3,10558.32
"1996-10-17",15232.27,10559.4
"1996-10-18",15302.91,10560.48
"1996-10-21",15253.95,10563.71
"1996-10-22",15133.96,10564.79
"1996-10-23",15128.69,10565.86
"1996-10-24",15080.05,10566.94
"1996-10-25",15087.37,10568.02
"1996-10-28",15015.03,10571.25
"1996-10-29",15144.32,10572.33
"1996-10-30",15152.15,10573.4
"1996-10-31",15228.92,10574.48
"1996-11-01",15206.71,10575.15
"1996-11-04",15241.61,10577.15
"1996-11-05",15380.89,10577.82
"1996-11-06",15528.69,10578.49
"1996-11-07",15711.13,10579.16
"1996-11-08",15733.68,10579.83
"1996-11-11",15767.05,10581.83
"1996-11-12",15837.79,10582.5
"1996-11-13",15827.18,10583.17
"1996-11-14",15946.81,10583.83
"1996-11-15",15928.81,10584.5
"1996-11-18",15929.47,10586.51
"1996-11-19",16008.22,10587.17
"1996-11-20",16090.08,10587.84
"1996-11-21",16067.06,10588.51
"1996-11-22",16137.44,10589.18
"1996-11-25",16252.88,10591.18
"1996-11-26",16223.04,10591.85
"1996-11-27",16207.52,10592.52
"1996-11-29",16303.06,10593.85
"1996-12-02",16297.09,10594.52
"1996-12-03",16242.91,10594.52
"1996-12-04",16164.08,10594.52
"1996-12-05",16100.88,10594.52
"1996-12-06",15909.6,10594.52
"1996-12-09",16120.31,10594.52
"1996-12-10",16137.61,10594.52
"1996-12-11",15897.33,10594.52
"1996-12-12",15739.13,10594.52
"1996-12-13",15723.6,10594.52
"1996-12-16",15593.84,10594.52
"1996-12-17",15608.14,10594.52
"1996-12-18",15658.46,10594.52
"1996-12-19",15865.32,10594.52
"1996-12-20",15942.73,10594.52
"1996-12-23",15928.9,10594.52
"1996-12-24",15928.99,10594.52
"1996-12-26",15994.31,10594.52
"1996-12-27",16028.98,10594.52
"1996-12-30",16020.35,10594.52
"1996-12-31",15874.3,10594.52
"1997-01-02",15684.37,10596.68
"1997-01-03",15846.73,10597.75
"1997-01-06",15824.16,10600.99
"1997-01-07",15866.69,10602.06
"1997-01-08",15775.25,10603.14
"1997-01-09",15852.26,10604.22
"1997-01-10",15840.54,10605.3
"1997-01-13",15875.98,10608.53
"1997-01-14",16065.17,10609.61
"1997-01-15",16054.03,10610.68
"1997-01-16",16052.27,10611.76
"1997-01-17",16087.32,10612.84
"1997-01-20",16085.86,10616.07
"1997-01-21",16187.73,10617.15
"1997-01-22",16182.83,10618.23
"1997-01-23",16067.85,10619.3
"1997-01-24",15907.15,10620.38
"1997-01-27",15774.7,10623.61
"1997-01-28",15806.94,10624.69
"1997-01-29",15877.07,10625.77
"1997-01-30",16044.89,10626.85
"1997-01-31",16151.26,10627.92
"1997-02-03",16213.53,10631.5
"1997-02-04",16239.48,10632.69
"1997-02-05",16083.25,10633.89
"1997-02-06",16080.74,10635.08
"1997-02-07",16235.96,10636.27
"1997-02-10",16196.67,10639.85
"1997-02-11",16216.49,10641.04
"1997-02-12",16354.13,10642.24
"1997-02-13",16589.53,10643.43
"1997-02-14",16605.15,10644.62
"1997-02-18",16665.6,10649.39
"1997-02-19",16654.33,10650.59
"1997-02-20",16499.49,10651.78
"1997-02-21",16508.53,10652.97
"1997-02-24",16591.27,10656.55
"1997-02-25",16605.81,10657.74
"1997-02-26",16403.92,10658.94
"1997-02-27",16246.97,10660.13
"1997-02-28",16210.03,10661.32
"1997-03-03",16205.58,10663.91
"1997-03-04",16166.36,10664.77
"1997-03-05",16286.75,10665.63
"1997-03-06",16236.82,10666.49
"1997-03-07",16377.4,10667.36
"1997-03-10",16486.33,10669.94
"1997-03-11",16440.82,10670.8
"1997-03-12",16302.05,10671.67
"1997-03-13",16039.7,10672.53
"1997-03-14",16069.15,10673.39
"1997-03-17",16046.01,10675.98
"1997-03-18",15991.84,10676.84
"1997-03-19",15853.16,10677.7
"1997-03-20",15858.99,10678.56
"1997-03-21",15876.84,10679.42
"1997-03-24",15940.88,10682.01
"1997-03-25",15954,10682.87
"1997-03-26",15970.77,10683.73
"1997-03-27",15710.4,10684.59
"1997-03-31",15489.8,10688.04
"1997-04-01",15438.01,10688.49
"1997-04-02",15325.11,10688.93
"1997-04-03",15294.38,10689.38
"1997-04-04",15318.42,10689.82
"1997-04-07",15449.39,10691.16
"1997-04-08",15459.27,10691.61
"1997-04-09",15405.79,10692.05
"1997-04-10",15356.17,10692.5
"1997-04-11",15041.79,10692.94
"1997-04-14",15098.18,10694.28
"1997-04-15",15287.23,10694.72
"1997-04-16",15363.37,10695.17
"1997-04-17",15423.82,10695.61
"1997-04-18",15514.94,10696.06
"1997-04-21",15399.17,10697.39
"1997-04-22",15562.8,10697.84
"1997-04-23",15526.37,10698.29
"1997-04-24",15480.33,10698.73
"1997-04-25",15355.9,10699.18
"1997-04-28",15424.87,10700.51
"1997-04-29",15776.83,10700.96
"1997-04-30",15938.11,10701.4
"1997-05-01",16004.28,10701.19
"1997-05-02",16264.35,10700.97
"1997-05-05",16504.47,10700.33
"1997-05-06",16575.99,10700.11
"1997-05-07",16408.36,10699.89
"1997-05-08",16503.36,10699.68
"1997-05-09",16635.12,10699.46
"1997-05-12",16832.65,10698.82
"1997-05-13",16780.46,10698.6
"1997-05-14",16854.37,10698.39
"1997-05-15",16943.74,10698.17
"1997-05-16",16858.21,10697.96
"1997-05-19",16860.54,10697.31
"1997-05-20",16984.06,10697.09
"1997-05-21",16941.8,10696.88
"1997-05-22",16878.61,10696.66
"1997-05-23",17048.29,10696.45
"1997-05-27",17028.28,10695.58
"1997-05-28",17052.66,10695.37
"1997-05-29",17072.19,10695.15
"1997-05-30",17147.36,10694.94
"1997-06-02",17206.69,10695.61
"1997-06-03",17236.57,10696.06
"1997-06-04",17211.72,10696.5
"1997-06-05",17288.05,10696.95
"1997-06-06",17547.02,10697.39
"1997-06-09",17614.32,10698.73
"1997-06-10",17614.8,10699.18
"1997-06-11",17688.96,10699.62
"1997-06-12",17874.25,10700.07
"1997-06-13",18015.07,10700.51
"1997-06-16",18086.37,10701.85
"1997-06-17",18067.97,10702.29
"1997-06-18",18067.01,10702.74
"1997-06-19",18203.84,10703.18
"1997-06-20",18223.26,10703.63
"1997-06-23",17994.06,10704.97
"1997-06-24",18165.6,10705.41
"1997-06-25",18125.98,10705.86
"1997-06-26",18042.61,10706.3
"1997-06-27",18104.96,10706.75
"1997-06-30",18062.05,10708.08
"1997-07-01",18194.91,10708.51
"1997-07-02",18343.58,10708.94
"1997-07-03",18624.02,10709.38
"1997-07-07",18640.99,10711.1
"1997-07-08",18697.52,10711.53
"1997-07-09",18630.84,10711.96
"1997-07-10",18699.69,10712.39
"1997-07-11",18790.55,10712.82
"1997-07-14",18805.35,10714.12
"1997-07-15",18845.48,10714.55
"1997-07-16",19095.64,10714.98
"1997-07-17",19041.68,10715.41
"1997-07-18",18811.26,10715.84
"1997-07-21",18701.17,10717.13
"1997-07-22",19054.92,10717.56
"1997-07-23",19151.6,10718
"1997-07-24",19157.87,10718.43
"1997-07-25",19130.65,10718.86
"1997-07-28",19116.36,10720.15
"1997-07-29",19241.68,10720.58
"1997-07-30",19436.88,10721.01
"1997-07-31",19520.55,10721.44
"1997-08-01",19226.15,10722.09
"1997-08-04",19195.43,10724.03
"1997-08-05",19203.14,10724.68
"1997-08-06",19357.61,10725.32
"1997-08-07",19253.43,10725.97
"1997-08-08",18915.01,10726.61
"1997-08-11",18873.43,10728.55
"1997-08-12",18776.45,10729.2
"1997-08-13",18770.93,10729.85
"1997-08-14",18847.97,10730.49
"1997-08-15",18626.84,10731.14
"1997-08-18",18690.29,10733.08
"1997-08-19",18879.82,10733.73
"1997-08-20",19051.04,10734.37
"1997-08-21",18864.98,10735.02
"1997-08-22",18709.66,10735.66
"1997-08-25",18716.36,10737.6
"1997-08-26",18680.19,10738.25
"1997-08-27",18698.75,10738.9
"1997-08-28",18677.73,10739.54
"1997-08-29",18553.37,10740.19
"1997-09-02",18835.05,10743.26
"1997-09-03",18918.1,10744.15
"1997-09-04",18944.51,10745.05
"1997-09-05",18980.37,10745.94
"1997-09-08",19088.05,10748.61
"1997-09-09",19167.87,10749.5
"1997-09-10",18985.93,10750.39
"1997-09-11",18843.26,10751.28
"1997-09-12",19085,10752.17
"1997-09-15",19105.14,10754.84
"1997-09-16",19541.19,10755.73
"1997-09-17",19579.43,10756.62
"1997-09-18",19607.37,10757.52
"1997-09-19",19667.71,10758.41
"1997-09-22",19760.02,10761.08
"1997-09-23",19718.02,10761.97
"1997-09-24",19802.81,10762.86
"1997-09-25",19654.97,10763.75
"1997-09-26",19756.24,10764.64
"1997-09-29",19817.96,10767.31
"1997-09-30",19786.49,10768.2
"1997-10-01",19947.4,10769.07
"1997-10-02",20048.45,10769.93
"1997-10-03",20143.93,10770.79
"1997-10-06",20273.07,10773.37
"1997-10-07",20406.54,10774.24
"1997-10-08",20205.06,10775.1
"1997-10-09",20131.17,10775.96
"1997-10-10",20040.72,10776.82
"1997-10-13",20062.26,10779.41
"1997-10-14",20142,10780.27
"1997-10-15",20051.97,10781.13
"1997-10-16",19957.15,10781.99
"1997-10-17",19633.91,10782.86
"1997-10-20",19749.02,10785.44
"1997-10-21",19959.7,10786.3
"1997-10-22",19925.71,10787.17
"1997-10-23",19605.88,10788.03
"1997-10-24",19561.28,10788.89
"1997-10-27",18638.31,10791.48
"1997-10-28",18829.79,10792.34
"1997-10-29",19154.96,10793.2
"1997-10-30",18953.81,10794.06
"1997-10-31",19177.95,10794.92
"1997-11-03",19471.42,10794.26
"1997-11-04",19458.72,10794.03
"1997-11-05",19510.9,10793.81
"1997-11-06",19524.2,10793.59
"1997-11-07",19233.69,10793.36
"1997-11-10",19156.86,10792.7
"1997-11-11",19154.79,10792.47
"1997-11-12",18823.87,10792.25
"1997-11-13",18911.74,10792.03
"1997-11-14",19049.5,10791.81
"1997-11-17",19437.33,10791.14
"1997-11-18",19368.96,10790.92
"1997-11-19",19344.45,10790.69
"1997-11-20",19527.15,10790.47
"1997-11-21",19632.09,10790.25
"1997-11-24",19317.95,10789.58
"1997-11-25",19248.31,10789.36
"1997-11-26",19282.65,10789.13
"1997-11-28",19397.63,10788.69
"1997-12-01",19645.26,10787.81
"1997-12-02",19650,10787.38
"1997-12-03",19700.05,10786.95
"1997-12-04",19667.82,10786.52
"1997-12-05",19713,10786.09
"1997-12-08",19686.69,10784.8
"1997-12-09",19595.35,10784.36
"1997-12-10",19511.02,10783.93
"1997-12-11",19287.29,10783.5
"1997-12-12",19334.03,10783.07
"1997-12-15",19348.19,10781.78
"1997-12-16",19444.74,10781.35
"1997-12-17",19506.04,10780.92
"1997-12-18",19413.47,10780.49
"1997-12-19",19228.14,10780.05
"1997-12-22",19265.44,10778.76
"1997-12-23",19162.33,10778.33
"1997-12-24",19082.28,10777.9
"1997-12-26",19141.01,10777.04
"1997-12-29",19348.24,10775.75
"1997-12-30",19540.6,10775.31
"1997-12-31",19651.16,10774.88
"1998-01-02",19766.78,10776.18
"1998-01-05",19919.03,10778.12
"1998-01-06",19750.51,10778.76
"1998-01-07",19581.4,10779.41
"1998-01-08",19491.56,10780.05
"1998-01-09",19090.19,10780.7
"1998-01-12",18999.1,10782.64
"1998-01-13",19252.45,10783.29
"1998-01-14",19387.61,10783.93
"1998-01-15",19321.06,10784.58
"1998-01-16",19535.13,10785.23
"1998-01-20",19789.75,10787.81
"1998-01-21",19780.88,10788.46
"1998-01-22",19643.71,10789.11
"1998-01-23",19502.28,10789.75
"1998-01-26",19630.59,10791.69
"1998-01-27",19727.02,10792.34
