"Date","Three Fund Portfolio","Inflation"
"1996-01-31",178000.85,40954.91
"1996-02-01",178274.79,40959.48
"1996-02-02",177465.52,40964.05
"1996-02-05",178210.72,40977.77
"1996-02-06",178993.05,40982.35
"1996-02-07",179635.93,40986.92
"1996-02-08",181075.37,40991.49
"1996-02-09",180497.34,40996.07
"1996-02-12",181468.77,41009.79
"1996-02-13",181119.78,41014.36
"1996-02-14",180376.04,41018.93
"1996-02-15",179736.76,41023.51
"1996-02-16",179091.83,41028.08
"1996-02-20",177404.57,41046.37
"1996-02-21",178769.33,41050.95
"1996-02-22",180616.19,41055.52
"1996-02-23",180499.23,41060.09
"1996-02-26",178820.89,41073.81
"1996-02-27",178394.78,41078.39
"1996-02-28",178175.39,41082.96
"1996-02-29",177999.31,41087.53
"1996-03-01",179070.57,41094.38
"1996-03-04",180436.09,41114.91
"1996-03-05",181177.41,41121.76
"1996-03-06",180298.81,41128.6
"1996-03-07",180123.9,41135.45
"1996-03-08",175623.99,41142.29
"1996-03-11",176898.49,41162.83
"1996-03-12",176289.4,41169.68
"1996-03-13",176561,41176.52
"1996-03-14",176901.18,41183.37
"1996-03-15",176965.33,41190.21
"1996-03-18",178842.7,41210.75
"1996-03-19",179086.39,41217.59
"1996-03-20",179046.96,41224.44
"1996-03-21",178968.34,41231.28
"1996-03-22",179112.44,41238.13
"1996-03-25",179243.08,41258.66
"1996-03-26",180037.94,41265.51
"1996-03-27",179121.5,41272.35
"1996-03-28",179466.44,41279.2
"1996-03-29",179303.65,41286.04
"1996-04-01",181045.92,41305.04
"1996-04-02",181470.7,41310.34
"1996-04-03",181652.24,41315.65
"1996-04-04",181404.41,41320.95
"1996-04-08",178210.89,41342.18
"1996-04-09",178126.07,41347.48
"1996-04-10",176412.49,41352.79
"1996-04-11",175812.2,41358.09
"1996-04-12",177288.28,41363.4
"1996-04-15",178693.31,41379.31
"1996-04-16",179395.56,41384.62
"1996-04-17",178580.49,41389.92
"1996-04-18",179042.77,41395.23
"1996-04-19",179769.03,41400.53
"1996-04-22",180812.39,41416.45
"1996-04-23",181583.71,41421.75
"1996-04-24",181328.02,41427.06
"1996-04-25",181994.54,41432.36
"1996-04-26",182705.47,41437.67
"1996-04-29",182710.63,41453.58
"1996-04-30",182456.42,41458.89
"1996-05-01",182489.86,41461.45
"1996-05-02",180203.14,41464.02
"1996-05-03",179588.76,41466.59
"1996-05-06",179586.1,41474.29
"1996-05-07",179013.67,41476.85
"1996-05-08",180015.98,41479.42
"1996-05-09",180232.8,41481.99
"1996-05-10",181695.39,41484.56
"1996-05-13",183253.64,41492.26
"1996-05-14",184260.28,41494.82
"1996-05-15",184525.07,41497.39
"1996-05-16",184356.37,41499.96
"1996-05-17",185318.16,41502.52
"1996-05-20",186033.39,41510.23
"1996-05-21",185894.12,41512.79
"1996-05-22",186734.79,41515.36
"1996-05-23",186088.66,41517.93
"1996-05-24",186435.07,41520.49
"1996-05-28",185351.49,41530.76
"1996-05-29",184369.37,41533.33
"1996-05-30",185231.24,41535.89
"1996-05-31",184934.61,41538.46
"1996-06-03",184356.41,41541.11
"1996-06-04",185211.79,41542
"1996-06-05",186318.95,41542.88
"1996-06-06",185615.83,41543.77
"1996-06-07",184639.62,41544.65
"1996-06-10",184418.32,41547.3
"1996-06-11",184214.94,41548.19
"1996-06-12",184134.5,41549.07
"1996-06-13",183826.41,41549.96
"1996-06-14",183826.13,41550.84
"1996-06-17",183769.74,41553.49
"1996-06-18",183080.24,41554.38
"1996-06-19",182818.14,41555.26
"1996-06-20",182473.33,41556.15
"1996-06-21",183199.82,41557.03
"1996-06-24",183657.27,41559.68
"1996-06-25",183577.23,41560.57
"1996-06-26",182707.86,41561.45
"1996-06-27",183571.63,41562.33
"1996-06-28",184748.4,41563.22
"1996-07-01",185615.76,41567.55
"1996-07-02",185120.11,41570.12
"1996-07-03",184703.75,41572.69
"1996-07-05",181283.04,41577.82
"1996-07-08",179997.07,41585.52
"1996-07-09",180698.96,41588.09
"1996-07-10",180639.44,41590.66
"1996-07-11",178675.69,41593.22
"1996-07-12",178505.26,41595.79
"1996-07-15",175342.78,41603.49
"1996-07-16",174717.07,41606.06
"1996-07-17",176375.84,41608.62
"1996-07-18",178736.55,41611.19
"1996-07-19",177839.91,41613.76
"1996-07-22",176347.69,41621.46
"1996-07-23",175061.07,41624.03
"1996-07-24",173944.56,41626.59
"1996-07-25",175140.51,41629.16
"1996-07-26",176212.16,41631.73
"1996-07-29",175149.29,41639.43
"1996-07-30",175849.25,41642
"1996-07-31",177223.53,41644.56
"1996-08-01",179699.93,41647.13
"1996-08-02",182415.46,41649.7
"1996-08-05",182213.95,41657.4
"1996-08-06",182229.83,41659.96
"1996-08-07",182454.01,41662.53
"1996-08-08",182410.43,41665.1
"1996-08-09",182265.92,41667.66
"1996-08-12",183035.26,41675.37
"1996-08-13",181887.07,41677.93
"1996-08-14",182353.84,41680.5
"1996-08-15",182363.32,41683.07
"1996-08-16",182991.58,41685.63
"1996-08-19",183081.08,41693.33
"1996-08-20",183058.1,41695.9
"1996-08-21",182990.83,41698.47
"1996-08-22",184108.07,41701.04
"1996-08-23",183383.51,41703.6
"1996-08-26",182616.37,41711.3
"1996-08-27",183253.75,41713.87
"1996-08-28",183093.54,41716.44
"1996-08-29",181635.55,41719
"1996-08-30",180376.69,41721.57
"1996-09-03",180490.8,41737.4
"1996-09-04",180782.81,41741.82
"1996-09-05",179622.9,41746.24
"1996-09-06",180691.29,41750.66
"1996-09-09",182086.02,41763.93
"1996-09-10",181981.81,41768.35
"1996-09-11",182483.22,41772.77
"1996-09-12",183488.83,41777.19
"1996-09-13",185757.9,41781.61
"1996-09-16",186528.81,41794.87
"1996-09-17",186481.04,41799.29
"1996-09-18",186184.15,41803.71
"1996-09-19",186399.82,41808.13
"1996-09-20",186902.01,41812.56
"1996-09-23",186699.56,41825.82
"1996-09-24",186802.72,41830.24
"1996-09-25",187558.29,41834.66
"1996-09-26",187972.8,41839.08
"1996-09-27",188080.48,41843.5
"1996-09-30",188334.45,41856.76
"1996-10-01",188695.7,41861.04
"1996-10-02",189820.17,41865.32
"1996-10-03",189542.35,41869.6
"1996-10-04",191288.95,41873.88
"1996-10-07",191371.4,41886.71
"1996-10-08",190808.76,41890.99
"1996-10-09",189947.79,41895.27
"1996-10-10",189381.87,41899.55
"1996-10-11",190544.01,41903.82
"1996-10-14",191194.8,41916.66
"1996-10-15",191241.43,41920.94
"1996-10-16",191264.89,41925.22
"1996-10-17",191856.86,41929.49
"1996-10-18",192573.08,41933.77
"1996-10-21",192126.47,41946.61
"1996-10-22",191053.05,41950.89
"1996-10-23",190956.41,41955.16
"1996-10-24",190271.17,41959.44
"1996-10-25",190056.72,41963.72
"1996-10-28",189281.72,41976.56
"1996-10-29",190145.67,41980.83
"1996-10-30",190108.67,41985.11
"1996-10-31",190947.35,41989.39
"1996-11-01",190822.27,41992.04
"1996-11-04",191263.3,42000
"1996-11-05",192677.53,42002.65
"1996-11-06",194673.17,42005.31
"1996-11-07",195786.79,42007.96
"1996-11-08",196329.05,42010.61
"1996-11-11",196587.25,42018.57
"1996-11-12",196827.68,42021.22
"1996-11-13",196890.94,42023.87
"1996-11-14",198050.64,42026.53
"1996-11-15",198245.65,42029.18
"1996-11-18",198059.73,42037.14
"1996-11-19",198990.02,42039.79
"1996-11-20",199665.36,42042.44
"1996-11-21",199330.52,42045.09
"1996-11-22",200354.51,42047.75
"1996-11-25",201742.89,42055.7
"1996-11-26",201496.56,42058.36
"1996-11-27",201388.06,42061.01
"1996-11-29",201990.97,42066.31
"1996-12-02",201835.32,42068.97
"1996-12-03",200910.51,42068.97
"1996-12-04",200202.48,42068.97
"1996-12-05",199982.64,42068.97
"1996-12-06",198232.7,42068.97
"1996-12-09",200391.54,42068.97
"1996-12-10",200329.29,42068.97
"1996-12-11",198335.37,42068.97
"1996-12-12",196406.45,42068.97
"1996-12-13",196020.55,42068.97
"1996-12-16",194745.93,42068.97
"1996-12-17",195252.2,42068.97
"1996-12-18",196077.39,42068.97
"1996-12-19",198401.9,42068.97
"1996-12-20",199118.21,42068.97
"1996-12-23",198901.14,42068.97
"1996-12-24",199186.87,42068.97
"1996-12-26",200093.31,42068.97
"1996-12-27",200055.77,42068.97
"1996-12-30",199924.27,42068.97
"1996-12-31",198273.68,42068.97
"1997-01-02",196612.9,42077.52
"1997-01-03",198579.31,42081.8
"1997-01-06",198417.14,42094.64
"1997-01-07",199079.38,42098.91
"1997-01-08",198062.84,42103.19
"1997-01-09",198763.19,42107.47
"1997-01-10",199424.83,42111.75
"1997-01-13",199640.54,42124.58
"1997-01-14",201538.72,42128.86
"1997-01-15",201402.16,42133.14
"1997-01-16",201510.32,42137.42
"1997-01-17",202086.22,42141.7
"1997-01-20",202169.52,42154.53
"1997-01-21",203328.08,42158.81
"1997-01-22",203619.78,42163.09
"1997-01-23",202240.97,42167.37
"1997-01-24",200509.73,42171.64
"1997-01-27",199361.17,42184.48
"1997-01-28",199615.62,42188.76
"1997-01-29",200543.08,42193.03
"1997-01-30",202588.78,42197.31
"1997-01-31",203393.25,42201.59
"1997-02-03",203775.54,42215.8
"1997-02-04",203996.12,42220.54
"1997-02-05",202217.75,42225.27
"1997-02-06",202418.74,42230.01
"1997-02-07",204381.31,42234.75
"1997-02-10",203586.57,42248.96
"1997-02-11",204049.79,42253.69
"1997-02-12",206032.83,42258.43
"1997-02-13",208082.94,42263.17
"1997-02-14",207850.14,42267.9
"1997-02-18",208718.85,42286.85
"1997-02-19",208647.86,42291.59
"1997-02-20",206959.02,42296.32
"1997-02-21",206926.93,42301.06
"1997-02-24",208011.26,42315.27
"1997-02-25",208150.17,42320.01
"1997-02-26",206591.76,42324.74
"1997-02-27",204588.67,42329.48
"1997-02-28",204072.22,42334.22
"1997-03-03",204427.52,42344.49
"1997-03-04",203924.46,42347.91
"1997-03-05",205455.22,42351.33
"1997-03-06",205003.16,42354.75
"1997-03-07",206477.15,42358.18
"1997-03-10",207725.13,42368.44
"1997-03-11",206983.64,42371.87
"1997-03-12",205555.93,42375.29
"1997-03-13",203090.57,42378.71
"1997-03-14",203454.11,42382.13
"1997-03-17",203430.71,42392.4
"1997-03-18",202621.56,42395.82
"1997-03-19",201268.98,42399.25
"1997-03-20",201397.88,42402.67
"1997-03-21",201459.81,42406.09
"1997-03-24",202450.21,42416.36
"1997-03-25",202622.27,42419.78
"1997-03-26",202916.65,42423.21
"1997-03-27",200087.86,42426.63
"1997-03-31",197276.07,42440.32
"1997-04-01",197014.05,42442.09
"1997-04-02",195460.09,42443.85
"1997-04-03",195371.65,42445.62
"1997-04-04",196238.91,42447.39
"1997-04-07",197558.48,42452.7
"1997-04-08",197963.64,42454.47
"1997-04-09",197201.81,42456.23
"1997-04-10",196624.21,42458
"1997-04-11",193076.64,42459.77
"1997-04-14",194074.08,42465.08
"1997-04-15",196100.21,42466.84
"1997-04-16",197194.18,42468.61
"1997-04-17",197444.98,42470.38
"1997-04-18",198324.53,42472.15
"1997-04-21",196978.04,42477.45
"1997-04-22",199154.29,42479.22
"1997-04-23",199052.93,42480.99
"1997-04-24",198566.83,42482.76
"1997-04-25",197203.67,42484.53
"1997-04-28",198196.31,42489.83
"1997-04-29",202009.07,42491.6
"1997-04-30",203701.01,42493.37
"1997-05-01",203962.55,42492.51
"1997-05-02",206761.55,42491.66
"1997-05-05",209729.37,42489.09
"1997-05-06",210165.98,42488.23
"1997-05-07",208274.22,42487.38
"1997-05-08",209261.73,42486.52
"1997-05-09",210390.2,42485.67
"1997-05-12",212747.22,42483.1
"1997-05-13",212170.07,42482.25
"1997-05-14",212882.34,42481.39
"1997-05-15",213873.97,42480.53
"1997-05-16",212557.15,42479.68
"1997-05-19",212748.82,42477.11
"1997-05-20",214160.22,42476.26
"1997-05-21",213871.8,42475.4
"1997-05-22",213113.49,42474.54
"1997-05-23",215061.1,42473.69
"1997-05-27",215224.52,42470.27
"1997-05-28",215276.03,42469.41
"1997-05-29",215074.45,42468.55
"1997-05-30",215603.97,42467.7
"1997-06-02",216003.5,42470.38
"1997-06-03",216062.33,42472.15
"1997-06-04",215526.94,42473.92
"1997-06-05",216301.02,42475.69
"1997-06-06",218899.53,42477.45
"1997-06-09",219813.53,42482.76
"1997-06-10",219979.2,42484.53
"1997-06-11",220772.89,42486.3
"1997-06-12",222919.73,42488.06
"1997-06-13",224531.55,42489.83
"1997-06-16",225109.88,42495.14
"1997-06-17",224951.02,42496.91
"1997-06-18",224570.92,42498.67
"1997-06-19",226174.41,42500.44
"1997-06-20",226326.27,42502.21
"1997-06-23",223618.84,42507.52
"1997-06-24",225901.6,42509.28
"1997-06-25",225438.81,42511.05
"1997-06-26",224551.54,42512.82
"1997-06-27",225090.65,42514.59
"1997-06-30",224558.41,42519.89
"1997-07-01",225896.44,42521.61
"1997-07-02",227812.3,42523.32
"1997-07-03",230547.49,42525.03
"1997-07-07",230290.06,42531.87
"1997-07-08",231273.68,42533.58
"1997-07-09",230047.74,42535.3
"1997-07-10",230877.84,42537.01
"1997-07-11",231650.94,42538.72
"1997-07-14",232062.04,42543.85
"1997-07-15",232783.43,42545.56
"1997-07-16",235332.75,42547.27
"1997-07-17",234609.15,42548.99
"1997-07-18",231813.2,42550.7
"1997-07-21",230845.29,42555.83
"1997-07-22",234568.75,42557.54
"1997-07-23",235585.77,42559.25
"1997-07-24",235793.31,42560.97
"1997-07-25",235553.89,42562.68
"1997-07-28",235254.28,42567.81
"1997-07-29",236401.34,42569.52
"1997-07-30",238358.64,42571.23
"1997-07-31",238969.87,42572.94
"1997-08-01",236785.64,42575.51
"1997-08-04",236656.63,42583.21
"1997-08-05",236882.48,42585.78
"1997-08-06",238624.42,42588.35
"1997-08-07",237407.19,42590.91
"1997-08-08",234147.27,42593.48
"1997-08-11",233881.95,42601.18
"1997-08-12",232567.55,42603.75
"1997-08-13",232176.66,42606.31
"1997-08-14",232626.46,42608.88
"1997-08-15",229488.63,42611.45
"1997-08-18",230500.77,42619.15
"1997-08-19",232700.13,42621.72
"1997-08-20",234917.28,42624.28
"1997-08-21",232787.31,42626.85
"1997-08-22",231520.04,42629.42
"1997-08-25",231239.8,42637.12
"1997-08-26",230383.98,42639.69
"1997-08-27",230459.23,42642.25
"1997-08-28",229222.14,42644.82
"1997-08-29",228033.81,42647.39
"1997-09-02",231867.23,42659.59
"1997-09-03",232712.42,42663.13
"1997-09-04",233088.07,42666.67
"1997-09-05",233385.4,42670.2
"1997-09-08",234120.46,42680.81
"1997-09-09",234768.82,42684.35
"1997-09-10",232453.22,42687.89
"1997-09-11",230808.15,42691.42
"1997-09-12",233032.17,42694.96
"1997-09-15",232963.66,42705.57
"1997-09-16",237272.36,42709.11
"1997-09-17",237558.13,42712.64
"1997-09-18",238174.19,42716.18
"1997-09-19",238844.19,42719.72
"1997-09-22",239906.52,42730.33
"1997-09-23",239361.59,42733.86
"1997-09-24",239456.3,42737.4
"1997-09-25",238172.28,42740.94
"1997-09-26",239343.4,42744.47
"1997-09-29",240499.03,42755.08
"1997-09-30",240007.15,42758.62
"1997-10-01",241605.16,42762.04
"1997-10-02",242674.46,42765.47
"1997-10-03",243642.77,42768.89
"1997-10-06",244993.36,42779.16
"1997-10-07",246465,42782.58
"1997-10-08",244807.15,42786
"1997-10-09",244002.21,42789.42
"1997-10-10",243246.38,42792.85
"1997-10-13",243539.66,42803.11
"1997-10-14",243977.03,42806.54
"1997-10-15",243206.22,42809.96
"1997-10-16",241904.96,42813.38
"1997-10-17",239007.12,42816.8
"1997-10-20",240417.09,42827.07
"1997-10-21",243160.16,42830.5
"1997-10-22",242583.75,42833.92
"1997-10-23",238725.73,42837.34
"1997-10-24",237625.67,42840.76
"1997-10-27",226612.46,42851.03
"1997-10-28",230978.65,42854.45
"1997-10-29",233042.57,42857.88
"1997-10-30",230292.47,42861.3
"1997-10-31",232531.8,42864.72
"1997-11-03",236393.1,42862.07
"1997-11-04",236581.07,42861.18
"1997-11-05",237196.8,42860.3
"1997-11-06",236643.94,42859.42
"1997-11-07",233705.82,42858.53
"1997-11-10",232780.96,42855.88
"1997-11-11",232899.21,42855
"1997-11-12",229316.57,42854.11
"1997-11-13",230662.04,42853.23
"1997-11-14",232461.27,42852.34
"1997-11-17",236675.03,42849.69
"1997-11-18",235769.29,42848.81
"1997-11-19",235925.38,42847.92
"1997-11-20",238458.51,42847.04
"1997-11-21",239639.86,42846.15
"1997-11-24",236412.46,42843.5
"1997-11-25",236259.39,42842.62
"1997-11-26",236789.61,42841.73
"1997-11-28",237812.41,42839.96
"1997-12-01",241048.98,42836.48
"1997-12-02",240942.2,42834.77
"1997-12-03",241708.08,42833.06
"1997-12-04",241472.03,42831.35
"1997-12-05",242750.57,42829.64
"1997-12-08",242687.52,42824.51
"1997-12-09",241586.12,42822.79
"1997-12-10",240373.01,42821.08
"1997-12-11",237424.13,42819.37
"1997-12-12",237318,42817.66
"1997-12-15",238234.42,42812.53
"1997-12-16",239489.25,42810.82
"1997-12-17",239980.6,42809.1
"1997-12-18",238506.63,42807.39
"1997-12-19",236598.55,42805.68
"1997-12-22",237241.59,42800.55
"1997-12-23",235650.11,42798.84
"1997-12-24",234749.52,42797.13
"1997-12-26",235411.95,42793.7
"1997-12-29",238374.4,42788.57
"1997-12-30",241133.62,42786.86
"1997-12-31",241656.14,42785.15
"1998-01-02",242586.21,42790.28
"1998-01-05",243647.99,42797.98
"1998-01-06",241725.56,42800.55
"1998-01-07",240543.05,42803.11
"1998-01-08",239314.59,42805.68
"1998-01-09",234607.18,42808.25
"1998-01-12",234339.24,42815.95
"1998-01-13",237193.06,42818.52
"1998-01-14",238651.84,42821.08
"1998-01-15",237793.22,42823.65
"1998-01-16",240181.99,42826.22
"1998-01-20",243070.32,42836.48
"1998-01-21",242447.41,42839.05
"1998-01-22",240982.88,42841.62
"1998-01-23",239755.4,42844.19
"1998-01-26",240329.37,42851.89
"1998-01-27",241799.18,42854.45
"1998-01-28",243518.03,42857.02
"1998-01-29",245169.38,42859.59
"1998-01-30",244776.28,42862.15
"1998-02-02",248311.07,42870.41
"1998-02-03",249684.13,42873.25
"1998-02-04",250113.99,42876.09
"1998-02-05",250224.91,42878.93
"1998-02-06",251513.28,42881.77
"1998-02-09",251097.9,42890.3
"1998-02-10",252773.62,42893.14
"1998-02-11",253613.35,42895.98
"1998-02-12",253655.67,42898.83
"1998-02-13",252839.84,42901.67
"1998-02-17",253900.37,42913.04
"1998-02-18",255064.19,42915.88
"1998-02-19",254544.18,42918.72
"1998-02-20",255052.35,42921.56
"1998-02-23",255756.78,42930.09
"1998-02-24",253881.21,42932.93
"1998-02-25",256504.41,42935.77
"1998-02-26",257678.04,42938.61
"1998-02-27",258458.38,42941.46
"1998-03-02",258505.53,42949.43
"1998-03-03",258561.22,42952
"1998-03-04",257572.73,42954.56
"1998-03-05",254874.05,42957.13
"1998-03-06",258828.93,42959.7
"1998-03-09",258774.36,42967.4
"1998-03-10",260688.43,42969.97
"1998-03-11",261486.86,42972.53
"1998-03-12",262204.36,42975.1
"1998-03-13",262915.8,42977.67
"1998-03-16",264399.45,42985.37
"1998-03-17",264786.44,42987.94
"1998-03-18",265046.78,42990.5
"1998-03-19",266081.05,42993.07
"1998-03-20",267453.4,42995.64
"1998-03-23",267285.77,43003.34
"1998-03-24",268854.31,43005.9
"1998-03-25",268562.98,43008.47
"1998-03-26",268481.75,43011.04
"1998-03-27",267859.98,43013.6
"1998-03-30",266565.63,43021.31
"1998-03-31",268200.85,43023.87
"1998-04-01",269709.78,43026.53
"1998-04-02",271290.88,43029.18
"1998-04-03",272099.68,43031.83
"1998-04-06",271954.69,43039.79
"1998-04-07",270163.19,43042.44
"1998-04-08",269170.91,43045.09
"1998-04-09",271372.48,43047.75
"1998-04-13",270900.07,43058.36
"1998-04-14",272737.36,43061.01
"1998-04-15",273684.37,43063.66
"1998-04-16",271317.84,43066.31
"1998-04-17",272836.85,43068.97
"1998-04-20",273214.04,43076.92
"1998-04-21",273755.46,43079.58
"1998-04-22",273932.28,43082.23
"1998-04-23",271502.53,43084.88
"1998-04-24",269901.53,43087.53
"1998-04-27",264235.48,43095.49
"1998-04-28",264912.42,43098.14
"1998-04-29",266416.22,43100.8
"1998-04-30",270457.81,43103.45
"1998-05-01",272109.68,43106.02
"1998-05-04",272902.93,43113.72
"1998-05-05",271524.23,43116.28
"1998-05-06",270121.21,43118.85
"1998-05-07",268122.34,43121.42
"1998-05-08",269827.18,43123.98
"1998-05-11",269587.65,43131.68
"1998-05-12",270467.59,43134.25
"1998-05-13",270921.9,43136.82
"1998-05-14",270387.09,43139.39
"1998-05-15",269166.17,43141.95
"1998-05-18",267901.44,43149.65
"1998-05-19",268926.11,43152.22
"1998-05-20",270708.76,43154.79
"1998-05-21",270447.94,43157.35
"1998-05-22",269840.71,43159.92
"1998-05-26",267684.69,43170.19
"1998-05-27",265933.47,43172.76
"1998-05-28",266812.74,43175.32
"1998-05-29",266275.6,43177.89
"1998-06-01",265448.65,43184.79
"1998-06-02",266041.36,43186.56
"1998-06-03",265223.01,43188.33
"1998-06-04",266775.52,43190.1
"1998-06-05",269472.56,43191.87
"1998-06-08",270146.48,43197.17
"1998-06-09",270446.69,43198.94
"1998-06-10",269023.18,43200.71
"1998-06-11",265930.21,43202.48
"1998-06-12",265444.77,43204.24
"1998-06-15",261424.04,43209.55
"1998-06-16",263279.09,43211.32
"1998-06-17",266981.41,43213.09
"1998-06-18",267383.71,43214.85
"1998-06-19",266831.73,43216.62
"1998-06-22",266805.36,43221.93
"1998-06-23",269381.96,43223.7
"1998-06-24",271155.94,43225.46
"1998-06-25",271256.68,43227.23
"1998-06-26",271612.06,43229
"1998-06-29",272881.15,43234.31
"1998-06-30",273354.15,43236.07
"1998-07-01",275979.34,43237.79
"1998-07-02",275942.09,43239.5
"1998-07-06",277962.83,43246.34
"1998-07-07",277764.21,43248.05
"1998-07-08",279164.42,43249.76
"1998-07-09",277930.71,43251.48
"1998-07-10",277934.66,43253.19
"1998-07-13",278327.99,43258.32
"1998-07-14",280373.97,43260.03
"1998-07-15",280632.87,43261.74
"1998-07-16",281991.23,43263.46
"1998-07-17",282753.36,43265.17
"1998-07-20",283116.57,43270.3
"1998-07-21",280245.79,43272.01
"1998-07-22",278530.27,43273.72
"1998-07-23",274804.52,43275.43
"1998-07-24",274567.91,43277.15
"1998-07-27",273751.57,43282.28
"1998-07-28",271100.62,43283.99
"1998-07-29",270004.22,43285.7
"1998-07-30",273206.77,43287.41
"1998-07-31",269767.62,43289.12
"1998-08-03",267766.41,43294.26
"1998-08-04",261902.92,43295.97
"1998-08-05",261994.88,43297.68
"1998-08-06",263014.62,43299.39
"1998-08-07",264339.1,43301.1
"1998-08-10",262366.63,43306.24
"1998-08-11",258553.43,43307.95
"1998-08-12",261415.82,43309.66
"1998-08-13",259567.27,43311.37
"1998-08-14",258607.43,43313.08
"1998-08-17",260775.47,43318.22
"1998-08-18",264516.1,43319.93
"1998-08-19",264329.24,43321.64
"1998-08-20",263326.99,43323.35
"1998-08-21",260042.64,43325.06
"1998-08-24",260695.47,43330.2
"1998-08-25",261943.12,43331.91
"1998-08-26",259065.48,43333.62
"1998-08-27",251789.46,43335.33
"1998-08-28",249109.82,43337.04
"1998-08-31",239742.5,43342.18
"1998-09-01",244504.54,43343.94
"1998-09-02",245368.7,43345.71
"1998-09-03",243856.38,43347.48
"1998-09-04",242937.16,43349.25
"1998-09-08",251456.75,43356.32
"1998-09-09",248436.25,43358.09
"1998-09-10",244554.46,43359.86
"1998-09-11",247852.33,43361.63
"1998-09-14",251588.37,43366.93
"1998-09-15",252675.41,43368.7
"1998-09-16",254372.41,43370.47
"1998-09-17",249984.54,43372.24
"1998-09-18",250220.68,43374.01
"1998-09-21",249257.3,43379.31
"1998-09-22",250882.48,43381.08
"1998-09-23",256693.25,43382.85
"1998-09-24",253883.85,43384.62
"1998-09-25",253605.82,43386.38
"1998-09-28",254452.64,43391.69
"1998-09-29",254744.42,43393.46
"1998-09-30",250592.11,43395.23
"1998-10-01",245114.87,43398.65
"1998-10-02",246812.57,43402.07
"1998-10-05",244447.65,43412.34
"1998-10-06",244602.95,43415.76
"1998-10-07",243060.13,43419.18
"1998-10-08",237756,43422.61
"1998-10-09",240813.51,43426.03
"1998-10-12",244951.38,43436.3
"1998-10-13",244404.31,43439.72
"1998-10-14",247319.67,43443.14
"1998-10-15",253744.7,43446.56
"1998-10-16",257302.89,43449.99
"1998-10-19",258510.81,43460.25
"1998-10-20",259270.13,43463.68
"1998-10-21",259764.63,43467.1
"1998-10-22",260808.17,43470.52
"1998-10-23",259644.85,43473.95
"1998-10-26",260411.76,43484.21
"1998-10-27",260562.96,43487.64
"1998-10-28",260121.43,43491.06
"1998-10-29",263365.11,43494.48
"1998-10-30",265386.48,43497.9
"1998-11-02",268324.32,43501.33
"1998-11-03",268098.48,43501.33
"1998-11-04",269779.19,43501.33
"1998-11-05",271689.59,43501.33
"1998-11-06",272007.46,43501.33
"1998-11-09",270292.96,43501.33
"1998-11-10",269577.83,43501.33
"1998-11-11",269224.98,43501.33
"1998-11-12",268117.71,43501.33
"1998-11-13",269316.83,43501.33
"1998-11-16",271809.07,43501.33
"1998-11-17",271831.61,43501.33
"1998-11-18",273272.06,43501.33
"1998-11-19",275039.51,43501.33
"1998-11-20",277249.4,43501.33
"1998-11-23",280824.44,43501.33
"1998-11-24",280374.94,43501.33
"1998-11-25",281000.62,43501.33
"1998-11-27",282836.79,43501.33
"1998-11-30",278612.77,43501.33
"1998-12-01",279111.25,43500.47
"1998-12-02",279055.31,43499.61
"1998-12-03",276625.58,43498.76
"1998-12-04",279729.85,43497.9
"1998-12-07",281229.82,43495.34
"1998-12-08",281189.7,43494.48
"1998-12-09",282258.91,43493.63
"1998-12-10",279747.23,43492.77
"1998-12-11",278438.13,43491.91
"1998-12-14",274837.57,43489.35
"1998-12-15",277308.64,43488.49
"1998-12-16",277775.38,43487.64
"1998-12-17",280718.75,43486.78
"1998-12-18",282139.55,43485.92
"1998-12-21",284670.81,43483.36
"1998-12-22",283927.91,43482.5
"1998-12-23",287508.2,43481.65
"1998-12-24",287013.15,43480.79
"1998-12-28",288200.4,43477.37
"1998-12-29",291049.22,43476.51
"1998-12-30",290134.62,43475.66
"1998-12-31",291276.09,43474.8
"1999-01-04",291850.28,43488.49
"1999-01-05",293707.32,43491.91
"1999-01-06",298801.78,43495.34
"1999-01-07",297828.05,43498.76
"1999-01-08",297927.89,43502.18
"1999-01-11",296259.85,43512.45
"1999-01-12",292542.72,43515.87
"1999-01-13",290561.96,43519.29
"1999-01-14",288612.81,43522.72
"1999-01-15",292725.1,43526.14
"1999-01-19",294719.19,43539.83
"1999-01-20",295491.28,43543.25
"1999-01-21",292306.3,43546.68
"1999-01-22",290352.26,43550.1
"1999-01-25",291234.11,43560.37
"1999-01-26",293843.28,43563.79
"1999-01-27",292398.95,43567.21
"1999-01-28",295524.19,43570.63
"1999-01-29",297629.63,43574.06
"1999-02-01",296695.95,43582.8
"1999-02-02",295017.09,43584.69
"1999-02-03",295866,43586.59
"1999-02-04",291896.16,43588.48
"1999-02-05",289648.98,43590.38
"1999-02-08",289643.82,43596.06
"1999-02-09",285172.82,43597.95
"1999-02-10",285219.59,43599.85
"1999-02-11",290373.25,43601.74
"1999-02-12",286314.19,43603.64
"1999-02-16",287851.12,43611.22
"1999-02-17",285211.07,43613.11
"1999-02-18",286452.84,43615.01
"1999-02-19",286573.38,43616.9
"1999-02-22",291424.07,43622.58
"1999-02-23",291321.03,43624.48
"1999-02-24",288753.99,43626.37
"1999-02-25",286898.62,43628.27
"1999-02-26",286027.9,43630.16
"1999-03-01",284673.66,43638.23
"1999-03-02",283729.69,43642.51
