"Date","Three Fund Portfolio","Inflation"
"1981-05-11",23348.1,23699.84
"1981-05-12",23427.32,23705.83
"1981-05-13",23414.79,23711.82
"1981-05-14",23638.34,23717.81
"1981-05-15",23788.44,23723.8
"1981-05-18",23957.34,23741.76
"1981-05-19",23816.15,23747.75
"1981-05-20",23852.39,23753.74
"1981-05-21",23798.62,23759.73
"1981-05-22",23851.75,23765.72
"1981-05-26",24035.1,23789.68
"1981-05-27",24086.3,23795.67
"1981-05-28",24099.25,23801.66
"1981-05-29",24021.92,23807.65
"1981-06-01",23970.04,23826.7
"1981-06-02",23745.85,23833.78
"1981-06-03",23771.47,23840.85
"1981-06-04",23812.1,23847.92
"1981-06-05",23975.63,23855
"1981-06-08",24033.02,23876.22
"1981-06-09",23981.76,23883.29
"1981-06-10",24041.33,23890.36
"1981-06-11",24204.18,23897.44
"1981-06-12",24187.7,23904.51
"1981-06-15",24340.39,23925.73
"1981-06-16",24194.73,23932.8
"1981-06-17",24290.79,23939.88
"1981-06-18",24008.53,23946.95
"1981-06-19",24131.63,23954.02
"1981-06-22",24076.8,23975.24
"1981-06-23",24199.64,23982.32
"1981-06-24",24068.54,23989.39
"1981-06-25",24042.3,23996.46
"1981-06-26",24028.93,24003.54
"1981-06-29",23951.84,24024.76
"1981-06-30",23823.06,24031.83
"1981-07-01",23589.24,24040.39
"1981-07-02",23502.18,24048.94
"1981-07-06",23381.98,24083.17
"1981-07-07",23361.56,24091.73
"1981-07-08",23308.06,24100.28
"1981-07-09",23407.71,24108.84
"1981-07-10",23465.7,24117.4
"1981-07-13",23422.25,24143.06
"1981-07-14",23332.94,24151.62
"1981-07-15",23462.21,24160.18
"1981-07-16",23482.28,24168.73
"1981-07-17",23601.57,24177.29
"1981-07-20",23227.26,24202.96
"1981-07-21",23153.3,24211.52
"1981-07-22",23000.51,24220.07
"1981-07-23",23042.44,24228.63
"1981-07-24",23247.28,24237.19
"1981-07-27",23368.49,24262.86
"1981-07-28",23237.5,24271.41
"1981-07-29",23218.46,24279.97
"1981-07-30",23319.55,24288.53
"1981-07-31",23415.11,24297.08
"1981-08-03",23302.89,24315.05
"1981-08-04",23425.32,24321.04
"1981-08-05",23616.5,24327.03
"1981-08-06",23652.57,24333.02
"1981-08-07",23549.33,24339.01
"1981-08-10",23672.49,24356.98
"1981-08-11",23943.36,24362.97
"1981-08-12",23882.95,24368.96
"1981-08-13",23901.58,24374.95
"1981-08-14",23759.8,24380.94
"1981-08-17",23644.35,24398.9
"1981-08-18",23510.29,24404.89
"1981-08-19",23531.38,24410.88
"1981-08-20",23552.65,24416.87
"1981-08-21",23396.77,24422.86
"1981-08-24",22791.53,24440.83
"1981-08-25",22746.15,24446.82
"1981-08-26",22738.18,24452.81
"1981-08-27",22602.94,24458.8
"1981-08-28",22727.88,24464.79
"1981-08-31",22486.76,24482.76
"1981-09-01",22516.64,24490.72
"1981-09-02",22564.46,24498.67
"1981-09-03",22226.58,24506.63
"1981-09-04",22021.61,24514.59
"1981-09-08",21694.16,24546.42
"1981-09-09",21751.64,24554.38
"1981-09-10",22067.05,24562.33
"1981-09-11",22250.76,24570.29
"1981-09-14",22157.52,24594.16
"1981-09-15",22074.97,24602.12
"1981-09-16",21952.72,24610.08
"1981-09-17",21770.77,24618.04
"1981-09-18",21607.39,24625.99
"1981-09-21",21738.61,24649.87
"1981-09-22",21588.27,24657.82
"1981-09-23",21335.85,24665.78
"1981-09-24",21260.86,24673.74
"1981-09-25",20759.01,24681.7
"1981-09-28",21043.01,24705.57
"1981-09-29",21063.65,24713.53
"1981-09-30",21113.02,24721.49
"1981-10-01",21189.15,24723.2
"1981-10-02",21558.5,24724.91
"1981-10-05",21659.06,24730.04
"1981-10-06",21590.26,24731.75
"1981-10-07",21875.6,24733.46
"1981-10-08",22032.46,24735.18
"1981-10-09",22040.96,24736.89
"1981-10-12",21999.55,24742.02
"1981-10-13",21918.82,24743.73
"1981-10-14",21639.06,24745.44
"1981-10-15",21795.71,24747.15
"1981-10-16",21713.02,24748.87
"1981-10-19",21720.83,24754
"1981-10-20",21862.08,24755.71
"1981-10-21",21773.23,24757.42
"1981-10-22",21734.36,24759.13
"1981-10-23",21623.7,24760.85
"1981-10-26",21512.3,24765.98
"1981-10-27",21700.26,24767.69
"1981-10-28",21766.68,24769.4
"1981-10-29",21792.65,24771.11
"1981-10-30",22244.86,24772.82
"1981-11-02",22489.13,24779.84
"1981-11-03",22589.79,24782.49
"1981-11-04",22719.91,24785.15
"1981-11-05",22574.98,24787.8
"1981-11-06",22630.18,24790.45
"1981-11-09",22897.39,24798.41
"1981-11-10",22942.37,24801.06
"1981-11-11",22912.32,24803.71
"1981-11-12",23031.76,24806.37
"1981-11-13",22892.46,24809.02
"1981-11-16",22788.8,24816.98
"1981-11-17",22907.98,24819.63
"1981-11-18",22931.75,24822.28
"1981-11-19",23086.79,24824.93
"1981-11-20",23277.93,24827.59
"1981-11-23",23107.24,24835.54
"1981-11-24",23420.13,24838.2
"1981-11-25",23594.29,24840.85
"1981-11-27",23776.98,24846.15
"1981-11-30",23858.44,24854.11
"1981-12-01",23762.64,24856.68
"1981-12-02",23487.07,24859.25
"1981-12-03",23593.54,24861.81
"1981-12-04",23779.13,24864.38
"1981-12-07",23547.59,24872.08
"1981-12-08",23484.26,24874.65
"1981-12-09",23524.55,24877.21
"1981-12-10",23447.44,24879.78
"1981-12-11",23396.26,24882.35
"1981-12-14",23149.26,24890.05
"1981-12-15",23263.01,24892.62
"1981-12-16",23190.29,24895.18
"1981-12-17",23267.83,24897.75
"1981-12-18",23446.74,24900.32
"1981-12-21",23226.67,24908.02
"1981-12-22",23195.25,24910.58
"1981-12-23",23137.72,24913.15
"1981-12-24",23121.21,24915.72
"1981-12-28",23067.11,24925.99
"1981-12-29",22952.07,24928.55
"1981-12-30",23035.59,24931.12
"1981-12-31",23171.08,24933.69
"1982-01-04",23165.59,24943.95
"1982-01-05",22748.35,24946.52
"1982-01-06",22501.07,24949.09
"1982-01-07",22477,24951.66
"1982-01-08",22647.77,24954.22
"1982-01-11",22192.05,24961.92
"1982-01-12",22130.74,24964.49
"1982-01-13",21833.34,24967.06
"1982-01-14",21925.92,24969.62
"1982-01-15",21951.68,24972.19
"1982-01-18",22118.97,24979.89
"1982-01-19",21895.96,24982.46
"1982-01-20",21839.37,24985.03
"1982-01-21",21990.11,24987.59
"1982-01-22",21958.34,24990.16
"1982-01-25",21924.29,24997.86
"1982-01-26",21961.6,25000.43
"1982-01-27",22042.86,25002.99
"1982-01-28",22518.88,25005.56
"1982-01-29",22723.63,25008.13
"1982-02-01",22273.63,25016.1
"1982-02-02",22396.73,25018.95
"1982-02-03",22098.34,25021.79
"1982-02-04",22002.74,25024.63
"1982-02-05",22153.62,25027.47
"1982-02-08",21682.84,25036
"1982-02-09",21567.84,25038.84
"1982-02-10",21762.86,25041.68
"1982-02-11",21826.86,25044.52
"1982-02-12",21807.57,25047.37
"1982-02-16",21748.37,25058.73
"1982-02-17",21711.93,25061.58
"1982-02-18",21793.37,25064.42
"1982-02-19",21752.85,25067.26
"1982-02-22",21695.92,25075.79
"1982-02-23",21659.65,25078.63
"1982-02-24",21914.52,25081.47
"1982-02-25",21897.97,25084.31
"1982-02-26",21816.2,25087.15
"1982-03-01",21860.49,25091.98
"1982-03-02",21929.71,25091.13
"1982-03-03",21666.71,25090.27
"1982-03-04",21528.48,25089.42
"1982-03-05",21353.68,25088.56
"1982-03-08",21062.73,25085.99
"1982-03-09",21200.37,25085.14
"1982-03-10",21268.66,25084.28
"1982-03-11",21178.3,25083.43
"1982-03-12",21031.23,25082.57
"1982-03-15",21113.28,25080
"1982-03-16",21109.15,25079.15
"1982-03-17",21082.51,25078.29
"1982-03-18",21258.74,25077.44
"1982-03-19",21324.48,25076.58
"1982-03-22",21667.52,25074.01
"1982-03-23",21809.01,25073.16
"1982-03-24",21691.27,25072.3
"1982-03-25",21687.62,25071.45
"1982-03-26",21504.59,25070.59
"1982-03-29",21576.55,25068.02
"1982-03-30",21550.17,25067.17
"1982-03-31",21610.95,25066.31
"1982-04-01",21836.82,25069.85
"1982-04-02",22087.98,25073.39
"1982-04-05",22014.55,25084
"1982-04-06",22068.77,25087.53
"1982-04-07",22170.17,25091.07
"1982-04-08",22261.01,25094.61
"1982-04-12",22273.1,25108.75
"1982-04-13",22266.08,25112.29
"1982-04-14",22286.45,25115.83
"1982-04-15",22386.15,25119.36
"1982-04-16",22515.49,25122.9
"1982-04-19",22467.3,25133.51
"1982-04-20",22319.84,25137.05
"1982-04-21",22396.65,25140.58
"1982-04-22",22656.62,25144.12
"1982-04-23",22889,25147.66
"1982-04-26",22997.39,25158.27
"1982-04-27",22811.11,25161.8
"1982-04-28",22668.42,25165.34
"1982-04-29",22499.99,25168.88
"1982-04-30",22545.79,25172.41
"1982-05-03",22659.76,25195.52
"1982-05-04",22744.76,25203.22
"1982-05-05",22723.86,25210.92
"1982-05-06",22998.2,25218.62
"1982-05-07",23139.26,25226.32
"1982-05-10",22943.02,25249.42
"1982-05-11",23155.1,25257.12
"1982-05-12",23068.33,25264.82
"1982-05-13",22945.93,25272.53
"1982-05-14",22905.76,25280.23
"1982-05-17",22667.31,25303.33
"1982-05-18",22605.19,25311.03
"1982-05-19",22511.04,25318.73
"1982-05-20",22507.38,25326.43
"1982-05-21",22614.75,25334.13
"1982-05-24",22618.18,25357.23
"1982-05-25",22574.49,25364.94
"1982-05-26",22366.55,25372.64
"1982-05-27",22192.03,25380.34
"1982-05-28",22140.36,25388.04
"1982-06-01",21968.94,25421.75
"1982-06-02",22126.48,25432.36
"1982-06-03",22047.5,25442.97
"1982-06-04",21768.56,25453.58
"1982-06-07",21803.27,25485.41
"1982-06-08",21807.42,25496.02
"1982-06-09",21668.27,25506.63
"1982-06-10",21696,25517.24
"1982-06-11",21940.49,25527.85
"1982-06-14",21578.46,25559.68
"1982-06-15",21521.16,25570.29
"1982-06-16",21444.76,25580.9
"1982-06-17",21223.97,25591.51
"1982-06-18",21062.04,25602.12
"1982-06-21",21144.08,25633.95
"1982-06-22",21297.45,25644.56
"1982-06-23",21381.58,25655.17
"1982-06-24",21371.82,25665.78
"1982-06-25",21270.47,25676.39
"1982-06-28",21388.45,25708.22
"1982-06-29",21393.79,25718.83
"1982-06-30",21396.65,25729.44
"1982-07-01",21232.56,25733.72
"1982-07-02",20995.2,25738
"1982-07-06",20902.41,25755.11
"1982-07-07",20931.65,25759.39
"1982-07-08",21041.27,25763.67
"1982-07-09",21293.31,25767.95
"1982-07-12",21496.56,25780.78
"1982-07-13",21481.64,25785.06
"1982-07-14",21546.65,25789.34
"1982-07-15",21538.33,25793.62
"1982-07-16",21719.22,25797.9
"1982-07-19",21675.36,25810.73
"1982-07-20",21783.73,25815.01
"1982-07-21",21797,25819.29
"1982-07-22",21800.36,25823.56
"1982-07-23",21777.58,25827.84
"1982-07-26",21571.87,25840.68
"1982-07-27",21469.66,25844.96
"1982-07-28",21254.01,25849.23
"1982-07-29",21282.78,25853.51
"1982-07-30",21343,25857.79
"1982-08-02",21617.37,25865.49
"1982-08-03",21545.1,25867.2
"1982-08-04",21318.07,25868.91
"1982-08-05",21192.44,25870.63
"1982-08-06",20956.72,25872.34
"1982-08-09",20858.63,25877.47
"1982-08-10",20813.81,25879.18
"1982-08-11",20747.19,25880.89
"1982-08-12",20820.03,25882.6
"1982-08-13",20959.19,25884.32
"1982-08-16",21106.96,25889.45
"1982-08-17",21774.56,25891.16
"1982-08-18",21794.67,25892.87
"1982-08-19",21821.86,25894.58
"1982-08-20",22383.97,25896.3
"1982-08-23",22701.06,25901.43
"1982-08-24",22771.52,25903.14
"1982-08-25",23063.39,25904.85
"1982-08-26",23216.11,25906.56
"1982-08-27",23028.31,25908.27
"1982-08-30",23038.59,25913.41
"1982-08-31",23321.4,25915.12
"1982-09-01",23216.71,25916.89
"1982-09-02",23515.69,25918.66
"1982-09-03",23868.53,25920.42
"1982-09-07",23759.6,25927.5
"1982-09-08",23881.8,25929.27
"1982-09-09",23889.46,25931.03
"1982-09-10",23642.62,25932.8
"1982-09-13",23815.88,25938.11
"1982-09-14",23949.2,25939.88
"1982-09-15",24015.21,25941.64
"1982-09-16",23978.24,25943.41
"1982-09-17",23784.15,25945.18
"1982-09-20",23895.37,25950.49
"1982-09-21",24308.44,25952.25
"1982-09-22",24212.7,25954.02
"1982-09-23",24324.39,25955.79
"1982-09-24",24240.78,25957.56
"1982-09-27",24279.54,25962.86
"1982-09-28",24254.4,25964.63
"1982-09-29",24086.38,25966.4
"1982-09-30",23965.69,25968.17
"1982-10-01",24263.1,25970.74
"1982-10-04",24173.08,25978.44
"1982-10-05",24211.56,25981
"1982-10-06",24731.65,25983.57
"1982-10-07",25330.04,25986.14
"1982-10-08",25697.93,25988.71
"1982-10-11",26001.15,25996.41
"1982-10-12",26181.23,25998.97
"1982-10-13",26447.49,26001.54
"1982-10-14",26216.26,26004.11
"1982-10-15",26022.47,26006.67
"1982-10-18",26397.92,26014.37
"1982-10-19",26442.15,26016.94
"1982-10-20",26719.85,26019.51
"1982-10-21",26728.13,26022.08
"1982-10-22",26687.47,26024.64
"1982-10-25",25875.6,26032.34
"1982-10-26",26047.48,26034.91
"1982-10-27",26123.01,26037.48
"1982-10-28",26046.64,26040.04
"1982-10-29",26171.5,26042.61
"1982-11-01",26436.3,26045.98
"1982-11-02",26708.81,26044.21
"1982-11-03",27375.41,26042.44
"1982-11-04",27289.02,26040.67
"1982-11-05",27339.8,26038.9
"1982-11-08",27192.11,26033.6
"1982-11-09",27594.29,26031.83
"1982-11-10",27416.03,26030.06
"1982-11-11",27532.2,26028.29
"1982-11-12",27393.24,26026.53
"1982-11-15",27046.16,26021.22
"1982-11-16",26776.76,26019.45
"1982-11-17",27179.11,26017.68
"1982-11-18",27392.61,26015.92
"1982-11-19",27287.39,26014.15
"1982-11-22",26916.85,26008.84
"1982-11-23",26806.84,26007.07
"1982-11-24",26926.48,26005.31
"1982-11-26",27149.55,26001.77
"1982-11-29",27001.9,25996.46
"1982-11-30",27462.85,25994.69
"1982-12-01",27490.45,25991.27
"1982-12-02",27608.71,25987.85
"1982-12-03",27765.01,25984.43
"1982-12-06",28172.33,25974.16
"1982-12-07",28320.52,25970.74
"1982-12-08",28228.68,25967.31
"1982-12-09",28026.32,25963.89
"1982-12-10",27867.41,25960.47
"1982-12-13",27978.28,25950.2
"1982-12-14",27830.07,25946.78
"1982-12-15",27460.64,25943.36
"1982-12-16",27304.1,25939.93
"1982-12-17",27617.97,25936.51
"1982-12-20",27503.78,25926.24
"1982-12-21",27895.27,25922.82
"1982-12-22",27904.94,25919.4
"1982-12-23",28058.55,25915.98
"1982-12-27",28277.06,25902.28
"1982-12-28",28168.05,25898.86
"1982-12-29",28233.36,25895.44
"1982-12-30",28142.82,25892.02
"1982-12-31",28220.64,25888.59
"1983-01-03",27905.49,25893.73
"1983-01-04",28180.3,25895.44
"1983-01-05",28264.63,25897.15
"1983-01-06",28783.74,25898.86
"1983-01-07",28870.42,25900.57
"1983-01-10",29172.98,25905.71
"1983-01-11",28960.68,25907.42
"1983-01-12",29105.96,25909.13
"1983-01-13",29041.52,25910.84
"1983-01-14",29072.71,25912.55
"1983-01-17",29113.56,25917.69
"1983-01-18",28978.35,25919.4
"1983-01-19",28854.16,25921.11
"1983-01-20",28983.22,25922.82
"1983-01-21",28628.81,25924.53
"1983-01-24",28067.1,25929.67
"1983-01-25",28295.59,25931.38
"1983-01-26",28295.66,25933.09
"1983-01-27",28667.27,25934.8
"1983-01-28",28649.55,25936.51
"1983-01-31",28721.65,25941.64
"1983-02-01",28594.03,25942.59
"1983-02-02",28550.12,25943.54
"1983-02-03",28715.84,25944.49
"1983-02-04",28950.68,25945.43
"1983-02-07",29056.05,25948.28
"1983-02-08",28841.27,25949.22
"1983-02-09",28710.66,25950.17
"1983-02-10",29080.13,25951.12
"1983-02-11",29131.66,25952.07
"1983-02-14",29293.27,25954.91
"1983-02-15",29220.12,25955.85
"1983-02-16",29095.71,25956.8
"1983-02-17",29070.86,25957.75
"1983-02-18",29288.34,25958.7
"1983-02-22",29095.08,25962.49
"1983-02-23",29254.94,25963.43
"1983-02-24",29704.26,25964.38
"1983-02-25",29824.08,25965.33
"1983-02-28",29691.57,25968.17
"1983-03-01",30088.73,25968.17
"1983-03-02",30256.26,25968.17
"1983-03-03",30444.97,25968.17
"1983-03-04",30547.3,25968.17
"1983-03-07",30515.48,25968.17
"1983-03-08",30149.74,25968.17
"1983-03-09",30378.45,25968.17
"1983-03-10",30322.72,25968.17
"1983-03-11",30206.73,25968.17
"1983-03-14",30145.38,25968.17
"1983-03-15",30259.99,25968.17
"1983-03-16",29964.63,25968.17
"1983-03-17",29889.8,25968.17
"1983-03-18",29955.18,25968.17
"1983-03-21",30077.37,25968.17
"1983-03-22",30068.17,25968.17
"1983-03-23",30422.74,25968.17
"1983-03-24",30498.7,25968.17
"1983-03-25",30411.28,25968.17
"1983-03-28",30326.38,25968.17
"1983-03-29",30319.79,25968.17
"1983-03-30",30615.86,25968.17
"1983-03-31",30493.99,25968.17
"1983-04-04",30558.15,25992.93
"1983-04-05",30559.56,25999.12
"1983-04-06",30398.98,26005.31
"1983-04-07",30487.53,26011.49
"1983-04-08",30723,26017.68
"1983-04-11",31117.48,26036.25
"1983-04-12",31190.69,26042.44
"1983-04-13",31386.52,26048.63
"1983-04-14",31658.16,26054.82
"1983-04-15",31690.7,26061.01
"1983-04-18",31854.64,26079.58
"1983-04-19",31627.8,26085.76
"1983-04-20",31969.72,26091.95
"1983-04-21",31820,26098.14
"1983-04-22",31920.14,26104.33
"1983-04-25",31743.14,26122.9
"1983-04-26",32068.42,26129.09
"1983-04-27",32046.87,26135.28
"1983-04-28",32324.56,26141.47
"1983-04-29",32466.65,26147.66
"1983-05-02",32172.29,26164.11
"1983-05-03",32204.58,26169.25
"1983-05-04",32466.94,26174.38
"1983-05-05",32542.07,26179.52
"1983-05-06",32824.63,26184.65
"1983-05-09",32816.55,26200.05
"1983-05-10",33027.08,26205.19
"1983-05-11",32840.92,26210.32
"1983-05-12",32690.15,26215.45
"1983-05-13",32908.35,26220.59
"1983-05-16",32567.88,26235.99
"1983-05-17",32676.41,26241.12
"1983-05-18",32663.38,26246.26
"1983-05-19",32386.54,26251.39
"1983-05-20",32355.83,26256.52
"1983-05-23",32522.96,26271.93
"1983-05-24",32876.23,26277.06
"1983-05-25",33040.21,26282.19
"1983-05-26",32981.15,26287.33
"1983-05-27",32845.25,26292.46
"1983-05-31",32461.49,26313
"1983-06-01",32451.16,26315.65
"1983-06-02",32693.74,26318.3
"1983-06-03",32803.35,26320.95
"1983-06-06",32824.29,26328.91
"1983-06-07",32525.21,26331.56
"1983-06-08",32294.51,26334.22
"1983-06-09",32389.73,26336.87
"1983-06-10",32545.65,26339.52
"1983-06-13",32878.22,26347.48
"1983-06-14",33006.72,26350.13
"1983-06-15",33283.57,26352.79
"1983-06-16",33645.67,26355.44
"1983-06-17",33644.42,26358.09
"1983-06-20",33541.61,26366.05
"1983-06-21",33691.85,26368.7
"1983-06-22",33705.32,26371.35
"1983-06-23",33627.55,26374.01
"1983-06-24",33639.86,26376.66
"1983-06-27",33358.07,26384.62
"1983-06-28",33005.88,26387.27
"1983-06-29",33171.62,26389.92
"1983-06-30",33389.24,26392.57
"1983-07-01",33546.91,26396
"1983-07-05",33181.94,26409.69
"1983-07-06",33431.04,26413.11
"1983-07-07",33344.18,26416.53
"1983-07-08",33317.99,26419.95
"1983-07-11",33493.01,26430.22
"1983-07-12",33085.99,26433.64
"1983-07-13",33019.34,26437.07
"1983-07-14",33149.78,26440.49
"1983-07-15",32820.32,26443.91
"1983-07-18",32795.46,26454.18
"1983-07-19",32952.37,26457.6
"1983-07-20",33555.85,26461.03
"1983-07-21",33480.17,26464.45
"1983-07-22",33397.85,26467.87
"1983-07-25",33532.66,26478.14
"1983-07-26",33552.11,26481.56
"1983-07-27",33191.61,26484.98
"1983-07-28",32788.32,26488.41
"1983-07-29",32380.09,26491.83
"1983-08-01",32358.29,26501.24
"1983-08-02",32333.82,26503.81
"1983-08-03",32354.86,26506.37
"1983-08-04",32015.92,26508.94
"1983-08-05",32036.4,26511.51
"1983-08-08",31696.01,26519.21
"1983-08-09",31814.43,26521.78
"1983-08-10",31931.8,26524.34
"1983-08-11",32011.38,26526.91
"1983-08-12",32204.88,26529.48
"1983-08-15",32498.11,26537.18
"1983-08-16",32414.84,26539.75
"1983-08-17",32680.45,26542.31
"1983-08-18",32469.7,26544.88
"1983-08-19",32447.23,26547.45
"1983-08-22",32543.21,26555.15
"1983-08-23",32307.03,26557.71
"1983-08-24",32028.39,26560.28
"1983-08-25",32021.78,26562.85
"1983-08-26",32183.01,26565.41
"1983-08-29",32093.44,26573.12
"1983-08-30",32164.43,26575.68
"1983-08-31",32333.72,26578.25
"1983-09-01",32413.35,26582.67
"1983-09-02",32566.79,26587.09
"1983-09-06",33042.74,26604.77
"1983-09-07",33108.11,26609.2
"1983-09-08",33106.53,26613.62
"1983-09-09",33058.26,26618.04
"1983-09-12",33021.46,26631.3
"1983-09-13",32864.83,26635.72
"1983-09-14",32864.77,26640.14
"1983-09-15",32779.48,26644.56
"1983-09-16",33098.51,26648.98
"1983-09-19",33281.09,26662.25
"1983-09-20",33480.97,26666.67
"1983-09-21",33302.19,26671.09
"1983-09-22",33499.25,26675.51
"1983-09-23",33495.92,26679.93
"1983-09-26",33626.25,26693.19
"1983-09-27",33420.25,26697.61
"1983-09-28",33345.78,26702.03
"1983-09-29",33301.26,26706.45
"1983-09-30",33152.82,26710.88
"1983-10-03",33078.98,26718.58
"1983-10-04",33196.61,26721.14
"1983-10-05",33345.49,26723.71
"1983-10-06",33674.78,26726.28
"1983-10-07",33784.75,26728.84
"1983-10-10",34034.07,26736.54
"1983-10-11",33681.12,26739.11
"1983-10-12",33552.69,26741.68
"1983-10-13",33443.34,26744.25
"1983-10-14",33416.69,26746.81
"1983-10-17",33512.14,26754.51
"1983-10-18",33039.76,26757.08
"1983-10-19",32897.78,26759.65
"1983-10-20",32932.19,26762.21
"1983-10-21",32787.95,26764.78
"1983-10-24",32661.2,26772.48
"1983-10-25",32695.16,26775.05
"1983-10-26",32578.55,26777.62
"1983-10-27",32564.27,26780.18
"1983-10-28",32455.81,26782.75
"1983-10-31",32419.27,26790.45
"1983-11-01",32454.44,26792.22
"1983-11-02",32682.06,26793.99
"1983-11-03",32519.41,26795.76
"1983-11-04",32345.22,26797.52
"1983-11-07",32213.15,26802.83
"1983-11-08",32214,26804.6
"1983-11-09",32457.96,26806.37
"1983-11-10",32612.49,26808.13
"1983-11-11",32910.1,26809.9
"1983-11-14",33078.46,26815.21
"1983-11-15",32959.51,26816.98
"1983-11-16",32987.13,26818.74
"1983-11-17",33012.85,26820.51
"1983-11-18",33004.61,26822.28
"1983-11-21",33206.41,26827.59
"1983-11-22",33319.05,26829.35
"1983-11-23",33315.95,26831.12
"1983-11-25",33382.99,26834.66
"1983-11-28",33288.86,26839.96
"1983-11-29",33548.87,26841.73
"1983-11-30",33316.63,26843.5
"1983-12-01",33313.78,26844.36
"1983-12-02",33142.18,26845.21
"1983-12-05",33164.25,26847.78
"1983-12-06",33144.82,26848.64
"1983-12-07",33231.03,26849.49
"1983-12-08",33071.27,26850.35
"1983-12-09",33050.77,26851.2
"1983-12-12",33106.89,26853.77
"1983-12-13",33017.41,26854.62
"1983-12-14",32766.96,26855.48
"1983-12-15",32587.14,26856.34
"1983-12-16",32766.82,26857.19
"1983-12-19",32781.37,26859.76
"1983-12-20",32739.38,26860.61
"1983-12-21",32925.2,26861.47
"1983-12-22",32968.34,26862.33
"1983-12-23",32989.97,26863.18
"1983-12-27",33235.5,26866.6
"1983-12-28",33284.1,26867.46
"1983-12-29",33225.14,26868.32
"1983-12-30",33305.22,26869.17
"1984-01-03",33166.72,26885.43
"1984-01-04",33592.87,26890.56
"1984-01-05",33857.21,26895.7
"1984-01-06",34028.72,26900.83
"1984-01-09",33992.61,26916.23
"1984-01-10",33917.49,26921.37
"1984-01-11",33876.76,26926.5
"1984-01-12",33901.23,26931.63
"1984-01-13",33946.5,26936.77
"1984-01-16",34006.27,26952.17
"1984-01-17",34095.62,26957.3
"1984-01-18",34011.5,26962.44
"1984-01-19",33978.95,26967.57
"1984-01-20",33865.59,26972.7
"1984-01-23",33645.46,26988.11
"1984-01-24",33721.19,26993.24
"1984-01-25",33653.34,26998.37
"1984-01-26",33582.05,27003.51
"1984-01-27",33591.73,27008.64
"1984-01-30",33399.3,27024.04
"1984-01-31",33400.34,27029.18
"1984-02-01",33334.91,27033.75
"1984-02-02",33444.28,27038.32
"1984-02-03",33153.58,27042.9
"1984-02-06",32721.95,27056.62
"1984-02-07",32803.74,27061.19
"1984-02-08",32483.51,27065.76
"1984-02-09",32403.88,27070.34
"1984-02-10",32494.53,27074.91
"1984-02-13",32325.4,27088.63
"1984-02-14",32499.21,27093.2
"1984-02-15",32506.52,27097.78
"1984-02-16",32444.83,27102.35
"1984-02-17",32330.99,27106.92
"1984-02-21",32247.54,27125.22
"1984-02-22",32138.22,27129.79
"1984-02-23",32028.64,27134.36
"1984-02-24",32493.88,27138.94
"1984-02-27",32741.41,27152.66
"1984-02-28",32433.72,27157.23
"1984-02-29",32548.46,27161.8
"1984-03-01",32721.95,27163.52
"1984-03-02",32957.93,27165.23
"1984-03-05",32762.01,27170.36
"1984-03-06",32631.79,27172.07
"1984-03-07",32427.66,27173.78
"1984-03-08",32477.83,27175.49
"1984-03-09",32315.47,27177.21
"1984-03-12",32551.47,27182.34
"1984-03-13",32638.97,27184.05
"1984-03-14",32602.49,27185.76
"1984-03-15",32720.23,27187.47
"1984-03-16",32950.24,27189.18
"1984-03-19",32728.39,27194.32
"1984-03-20",32993.14,27196.03
"1984-03-21",33002.32,27197.74
"1984-03-22",32796.27,27199.45
"1984-03-23",32794.61,27201.16
"1984-03-26",32813.2,27206.3
"1984-03-27",32875.48,27208.01
"1984-03-28",33288.26,27209.72
"1984-03-29",33318.35,27211.43
"1984-03-30",33249.5,27213.14
"1984-04-02",33028.76,27223.7
"1984-04-03",32989.6,27228.12
"1984-04-04",32953.12,27232.54
"1984-04-05",32637.33,27236.96
"1984-04-06",32754.93,27241.38
"1984-04-09",32790.49,27254.64
"1984-04-10",32780.85,27259.06
"1984-04-11",32624.08,27263.48
"1984-04-12",32984.18,27267.9
"1984-04-13",32874.66,27272.33
"1984-04-16",32979.55,27285.59
"1984-04-17",33110.7,27290.01
"1984-04-18",32865.85,27294.43
"1984-04-19",32886.03,27298.85
"1984-04-23",32740.89,27316.53
"1984-04-24",32890.52,27320.95
"1984-04-25",32914.77,27325.38
"1984-04-26",33165.71,27329.8
"1984-04-27",33081.58,27334.22
"1984-04-30",33070.56,27347.48
"1984-05-01",33218.52,27350.05
"1984-05-02",33295.14,27352.61
"1984-05-03",33116.58,27355.18
"1984-05-04",32847.83,27357.75
"1984-05-07",32951.65,27365.45
"1984-05-08",33083.73,27368.02
"1984-05-09",32963.31,27370.58
"1984-05-10",32962,27373.15
"1984-05-11",32653.97,27375.72
"1984-05-14",32418.66,27383.42
"1984-05-15",32601.17,27385.98
"1984-05-16",32623.06,27388.55
"1984-05-17",32197.84,27391.12
"1984-05-18",32056.38,27393.69
"1984-05-21",31871.31,27401.39
"1984-05-22",31687.87,27403.95
"1984-05-23",31644.24,27406.52
"1984-05-24",31299.86,27409.09
"1984-05-25",31300.73,27411.65
"1984-05-29",31002.34,27421.92
"1984-05-30",30888.64,27424.49
"1984-05-31",31008.34,27427.06
"1984-06-01",31560.37,27429.71
"1984-06-04",31762.42,27437.67
"1984-06-05",31838.95,27440.32
