name,N_obs,mu_annual,sigma_annual,lambda_per_year,mu_J,sigma_J,objective,emp_mean,emp_std,emp_skew,emp_kurt,emp_max_dd,model_mean,model_std,model_skew,model_kurt,model_max_dd,mean_error_pct,std_error_pct,skew_error_pct,kurt_error_pct,max_dd_error_pct,elapsed_time_sec
regime_0.0,370,0.13678779102300198,0.13175931244929553,0.5918886679918187,-0.028271402099111453,0.11682682564863102,6.15522869807218e-08,0.009281167462868571,0.04646870272585577,-0.580134967889646,3.6108316553042306,-0.5487743676711009,0.009281167523645188,0.0464686214042598,-0.5801350183979495,3.6108314154614147,-0.3650722965936628,6.548380537431216e-07,0.0001750029400451177,8.706302192453338e-06,6.642315087655557e-06,33.474972939613856,0.028487205505371094
