name,N_obs,mu_annual,kappa,theta_annual,nu,rho,v0,lambda_per_year,mu_J,sigma_J,objective,emp_mean,emp_std,emp_skew,emp_kurt,emp_max_dd,model_mean,model_std,model_skew,model_kurt,model_max_dd,mean_error_pct,std_error_pct,skew_error_pct,kurt_error_pct,max_dd_error_pct,elapsed_time_sec
regime_0.0,370,0.1477694181485966,6.6582972634570705,0.017931800430214032,0.21016476467834216,-0.4912229971987569,0.018727411627619952,0.4820368915063111,-0.05625311816902723,0.10996135392127881,3.1672998259154303e-07,0.009281167462868571,0.04646870272585577,-0.580134967889646,3.6108316553042306,-0.5487743676711009,0.00928119467760695,0.04646855595529548,-0.5801356162641232,3.610831627886287,-0.45993696886809154,0.0002932253780213089,0.0003158481982045995,0.00011176269542544248,7.593248893475209e-07,16.18832876251476,0.027690649032592773
